NO_OF_FRAMES	674
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-11-07, 11:47:08.600	5910.67181340
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001
TRAJECTORY_TYPES	Measured	Measured
456.583	349.775	227.625	60.994	330.055	231.118
455.454	349.719	227.604	61.026	330.050	231.109
454.263	349.620	227.635	61.066	330.037	231.110
453.088	349.521	227.670	61.107	330.032	231.112
451.932	349.459	227.660	61.141	330.031	231.128
450.811	349.423	227.632	61.182	330.018	231.129
449.666	349.400	227.617	61.221	330.014	231.105
448.501	349.374	227.650	61.255	330.007	231.122
447.327	349.322	227.668	61.295	330.001	231.123
446.161	349.265	227.677	61.343	329.996	231.109
445.031	349.210	227.642	61.377	329.989	231.125
443.909	349.175	227.621	61.408	329.983	231.116
442.760	349.087	227.584	61.448	329.976	231.117
441.576	349.020	227.645	61.496	329.985	231.103
440.384	348.955	227.669	61.521	329.985	231.109
439.227	348.906	227.649	61.570	329.978	231.120
438.097	348.885	227.598	61.610	329.986	231.122
436.950	348.877	227.571	61.650	329.993	231.123
435.785	348.846	227.568	61.691	330.001	231.124
434.611	348.802	227.577	61.731	330.002	231.125
433.444	348.750	227.601	61.772	330.010	231.126
432.297	348.707	227.579	61.812	330.011	231.127
431.165	348.680	227.535	61.869	330.019	231.124
430.042	348.599	227.479	61.909	330.028	231.125
428.857	348.545	227.453	61.950	330.036	231.127
427.673	348.497	227.507	61.984	330.043	231.143
426.497	348.439	227.526	62.033	330.051	231.155
425.347	348.403	227.510	62.081	330.060	231.141
424.207	348.401	227.486	62.121	330.068	231.142
423.089	348.385	227.477	62.152	330.083	231.133
421.930	348.360	227.503	62.193	330.097	231.134
420.763	348.335	227.517	62.233	330.113	231.135
419.602	348.295	227.570	62.273	330.126	231.136
418.451	348.279	227.563	62.305	330.142	231.127
417.326	348.250	227.548	62.345	330.156	231.128
416.191	348.176	227.492	62.384	330.177	231.129
415.024	348.101	227.461	62.415	330.192	231.120
413.831	348.062	227.469	62.455	330.213	231.121
412.647	348.010	227.491	62.486	330.227	231.111
411.481	347.960	227.466	62.526	330.242	231.112
410.331	347.937	227.445	62.566	330.256	231.113
409.207	347.881	227.414	62.606	330.270	231.114
408.066	347.832	227.384	62.637	330.285	231.105
406.924	347.801	227.379	62.677	330.306	231.106
405.765	347.769	227.401	62.717	330.328	231.107
404.613	347.723	227.435	62.757	330.342	231.108
403.460	347.597	227.443	62.797	330.357	231.109
402.308	347.518	227.454	62.837	330.371	231.110
401.172	347.433	227.468	62.877	330.384	231.111
400.046	347.390	227.447	62.925	330.412	231.122
398.904	347.365	227.452	62.958	330.424	231.138
397.729	347.340	227.457	63.005	330.447	231.124
396.544	347.315	227.474	63.045	330.461	231.125
395.368	347.285	227.455	63.078	330.475	231.141
394.217	347.235	227.426	63.125	330.496	231.127
393.083	347.167	227.375	63.165	330.511	231.128
391.955	347.037	227.336	63.205	330.525	231.129
390.803	346.978	227.337	63.236	330.554	231.120
389.636	346.926	227.338	63.273	330.562	231.095
388.485	346.866	227.368	63.307	330.583	231.112
387.325	346.812	227.411	63.345	330.599	231.087
386.174	346.746	227.417	63.394	330.606	231.099
385.031	346.667	227.413	63.435	330.628	231.100
383.904	346.618	227.386	63.481	330.636	231.086
382.777	346.554	227.359	63.515	330.651	231.103
381.641	346.453	227.294	63.562	330.659	231.089
380.448	346.407	227.293	63.594	330.660	231.080
379.262	346.360	227.330	63.642	330.666	231.091
378.085	346.301	227.333	63.676	330.673	231.107
376.933	346.222	227.324	63.716	330.680	231.108
375.781	346.144	227.317	63.757	330.681	231.110
374.656	346.074	227.277	63.790	330.688	231.126
373.529	346.009	227.262	63.830	330.695	231.127
372.418	345.899	227.222	63.871	330.690	231.128
371.265	345.803	227.271	63.911	330.697	231.129
370.096	345.742	227.321	63.944	330.703	231.145
368.936	345.702	227.334	63.987	330.696	231.172
367.774	345.609	227.348	64.025	330.698	231.148
366.612	345.552	227.313	64.066	330.698	231.149
365.452	345.488	227.281	64.107	330.700	231.151
364.316	345.438	227.238	64.141	330.700	231.167
363.203	345.301	227.183	64.181	330.693	231.168
362.043	345.229	227.180	64.230	330.693	231.180
360.883	345.160	227.229	64.271	330.688	231.181
359.732	345.114	227.243	64.319	330.697	231.168
358.588	345.033	227.270	64.362	330.683	231.194
357.428	344.945	227.297	64.409	330.692	231.181
356.292	344.851	227.314	64.450	330.686	231.182
355.147	344.764	227.319	64.507	330.673	231.179
354.010	344.621	227.236	64.548	330.668	231.181
352.841	344.551	227.180	64.589	330.662	231.182
351.681	344.501	227.140	64.636	330.664	231.169
350.539	344.435	227.129	64.676	330.657	231.170
349.388	344.383	227.130	64.724	330.652	231.156
348.246	344.302	227.145	64.765	330.639	231.158
347.102	344.228	227.161	64.806	330.633	231.159
345.949	344.120	227.189	64.853	330.635	231.146
344.801	343.950	227.202	64.894	330.622	231.147
343.647	343.863	227.207	64.941	330.610	231.133
342.486	343.812	227.177	64.982	330.603	231.135
341.333	343.769	227.137	65.007	330.597	231.141
340.189	343.719	227.085	65.048	330.585	231.143
339.055	343.655	227.049	65.089	330.578	231.144
337.920	343.596	227.039	65.136	330.566	231.130
336.776	343.522	227.067	65.170	330.559	231.147
335.654	343.352	227.080	65.211	330.546	231.148
334.493	343.249	227.134	65.260	330.539	231.160
333.340	343.188	227.153	65.309	330.528	231.146
332.196	343.114	227.160	65.349	330.521	231.148
331.025	343.056	227.130	65.399	330.501	231.160
329.855	343.006	227.078	65.440	330.502	231.161
328.703	342.941	227.052	65.481	330.483	231.163
327.575	342.871	226.991	65.522	330.470	231.164
326.447	342.709	226.978	65.572	330.464	231.176
325.318	342.607	227.018	65.612	330.451	231.177
324.192	342.548	227.012	65.670	330.439	231.175
323.072	342.501	227.043	65.711	330.426	231.176
321.920	342.439	227.075	65.752	330.420	231.178
320.748	342.401	227.058	65.793	330.415	231.179
319.570	342.356	227.030	65.841	330.396	231.166
318.409	342.283	227.004	65.882	330.391	231.168
317.256	342.202	227.016	65.939	330.386	231.165
316.128	342.024	227.041	65.979	330.373	231.166
314.991	341.921	227.080	66.027	330.368	231.153
313.863	341.874	227.109	66.068	330.355	231.154
312.743	341.836	227.102	66.109	330.349	231.156
311.614	341.812	227.083	66.157	330.344	231.143
310.451	341.775	227.015	66.191	330.338	231.159
309.296	341.739	226.962	66.247	330.332	231.156
308.151	341.681	226.922	66.288	330.340	231.157
307.015	341.602	226.897	66.328	330.327	231.159
305.883	341.480	226.881	66.378	330.321	231.171
304.738	341.397	226.920	66.419	330.314	231.172
303.593	341.341	226.986	66.459	330.314	231.173
302.430	341.322	226.978	66.500	330.316	231.175
301.250	341.311	226.947	66.540	330.309	231.176
300.088	341.293	226.918	66.581	330.310	231.178
298.918	341.254	226.902	66.622	330.305	231.179
297.783	341.187	226.913	66.662	330.305	231.180
296.654	341.119	226.936	66.710	330.293	231.167
295.534	341.065	226.948	66.744	330.293	231.183
294.402	340.929	226.945	66.791	330.302	231.170
293.254	340.883	226.921	66.832	330.302	231.171
292.082	340.845	226.862	66.872	330.303	231.173
290.919	340.807	226.818	66.906	330.303	231.189
289.782	340.763	226.788	66.953	330.304	231.175
288.662	340.710	226.783	66.993	330.305	231.177
287.550	340.669	226.816	67.033	330.312	231.178
286.421	340.629	226.826	67.081	330.313	231.164
285.292	340.575	226.836	67.136	330.321	231.161
284.111	340.565	226.775	67.177	330.321	231.162
282.947	340.540	226.740	67.217	330.330	231.164
281.816	340.419	226.703	67.264	330.337	231.150
280.662	340.349	226.732	67.313	330.351	231.161
279.526	340.313	226.788	67.353	330.358	231.163
278.406	340.273	226.820	67.409	330.359	231.159
277.278	340.244	226.865	67.440	330.374	231.150
276.107	340.234	226.827	67.474	330.388	231.166
274.927	340.223	226.777	67.514	330.402	231.168
273.783	340.185	226.754	67.561	330.417	231.154
272.630	340.138	226.744	67.601	330.424	231.155
271.518	340.084	226.770	67.640	330.452	231.156
270.398	340.028	226.810	67.680	330.459	231.157
269.285	339.967	226.813	67.730	330.467	231.169
268.117	339.867	226.716	67.770	330.481	231.171
266.937	339.799	226.701	67.811	330.490	231.172
265.785	339.752	226.699	67.844	330.511	231.188
264.640	339.706	226.685	67.891	330.512	231.175
263.521	339.650	226.734	67.925	330.533	231.191
262.409	339.595	226.770	67.972	330.556	231.178
261.263	339.569	226.759	68.006	330.563	231.194
260.074	339.558	226.690	68.055	330.577	231.206
258.937	339.526	226.670	68.111	330.585	231.202
257.800	339.487	226.651	68.151	330.599	231.204
256.681	339.439	226.682	68.191	330.613	231.205
255.569	339.385	226.701	68.247	330.628	231.202
254.478	339.239	226.702	68.287	330.643	231.203
253.281	339.192	226.655	68.327	330.650	231.204
252.126	339.174	226.617	68.367	330.664	231.205
250.981	339.135	226.595	68.414	330.679	231.192
249.845	339.102	226.585	68.470	330.694	231.189
248.724	339.082	226.599	68.501	330.709	231.180
247.612	339.061	226.627	68.548	330.710	231.166
246.457	339.042	226.596	68.588	330.725	231.167
245.277	339.017	226.532	68.629	330.733	231.169
244.133	338.971	226.518	68.676	330.748	231.155
242.988	338.939	226.504	68.710	330.755	231.172
241.882	338.798	226.522	68.750	330.770	231.173
240.753	338.734	226.557	68.797	330.778	231.159
239.599	338.707	226.560	68.837	330.792	231.161
238.419	338.689	226.504	68.870	330.805	231.177
237.284	338.643	226.484	68.926	330.814	231.174
236.149	338.596	226.491	68.959	330.820	231.190
235.030	338.549	226.496	69.007	330.829	231.177
233.919	338.506	226.539	69.047	330.851	231.178
232.747	338.487	226.501	69.087	330.858	231.179
231.585	338.448	226.452	69.137	330.873	231.191
230.458	338.382	226.427	69.177	330.874	231.193
229.344	338.245	226.398	69.224	330.889	231.179
228.217	338.147	226.424	69.265	330.890	231.181
227.097	338.118	226.462	69.306	330.898	231.182
225.916	338.099	226.395	69.346	330.912	231.184
