NO_OF_FRAMES	608
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-11-07, 11:38:31.485	5393.55887660
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001
TRAJECTORY_TYPES	Measured	Measured
451.470	348.983	227.596	-16.916	322.080	230.499
450.605	348.914	227.647	-16.916	322.066	230.499
449.677	348.832	227.588	-16.916	322.058	230.499
448.724	348.809	227.542	-16.916	322.045	230.499
447.754	348.793	227.493	-16.925	322.037	230.489
446.821	348.778	227.537	-16.925	322.023	230.489
445.914	348.744	227.574	-16.934	322.016	230.479
445.001	348.708	227.600	-16.940	322.001	230.495
444.056	348.696	227.598	-16.940	321.988	230.495
443.104	348.678	227.559	-16.940	321.980	230.495
442.164	348.671	227.570	-16.949	321.966	230.485
441.268	348.665	227.576	-16.948	321.953	230.485
440.380	348.614	227.623	-16.948	321.945	230.485
439.476	348.572	227.643	-16.954	321.938	230.501
438.551	348.556	227.575	-16.963	321.924	230.492
437.630	348.527	227.517	-16.963	321.917	230.492
436.723	348.457	227.484	-16.972	321.903	230.482
435.818	348.397	227.481	-16.963	321.903	230.492
434.922	348.306	227.519	-16.971	321.897	230.482
434.001	348.257	227.542	-16.977	321.883	230.498
433.056	348.245	227.525	-16.971	321.883	230.482
432.110	348.219	227.509	-16.971	321.876	230.482
431.173	348.185	227.508	-16.986	321.875	230.488
430.259	348.151	227.522	-16.986	321.875	230.488
429.354	348.086	227.577	-16.987	321.867	230.488
428.449	348.045	227.582	-16.996	321.868	230.478
427.520	348.014	227.547	-16.996	321.868	230.478
426.600	347.969	227.501	-17.002	321.867	230.494
425.686	347.885	227.467	-17.003	321.865	230.493
424.772	347.816	227.485	-16.994	321.865	230.503
423.883	347.726	227.520	-17.003	321.865	230.493
422.987	347.672	227.519	-17.003	321.865	230.493
422.050	347.647	227.476	-17.003	321.865	230.493
421.113	347.614	227.460	-17.010	321.870	230.509
420.190	347.593	227.470	-17.009	321.878	230.509
419.269	347.550	227.508	-17.019	321.871	230.499
418.380	347.479	227.548	-17.019	321.885	230.499
417.457	347.418	227.561	-17.018	321.878	230.499
416.527	347.300	227.509	-17.019	321.892	230.499
415.589	347.239	227.497	-17.019	321.898	230.499
414.659	347.180	227.473	-17.019	321.906	230.499
413.754	347.146	227.467	-17.019	321.906	230.499
412.874	347.078	227.475	-17.020	321.912	230.499
411.985	347.024	227.472	-17.035	321.912	230.505
411.056	346.972	227.428	-17.036	321.931	230.504
410.119	346.930	227.423	-17.030	321.932	230.488
409.182	346.891	227.393	-17.039	321.939	230.478
408.268	346.829	227.402	-17.045	321.946	230.494
407.352	346.693	227.410	-17.046	321.958	230.494
406.437	346.588	227.471	-17.046	321.965	230.494
405.507	346.520	227.458	-17.047	321.979	230.494
404.588	346.480	227.435	-17.056	321.986	230.483
403.661	346.435	227.375	-17.057	321.999	230.483
402.755	346.382	227.353	-17.057	322.005	230.483
401.859	346.307	227.345	-17.067	322.020	230.473
400.970	346.237	227.377	-17.066	322.027	230.473
400.073	346.154	227.397	-17.067	322.033	230.473
399.150	346.019	227.375	-17.067	322.047	230.473
398.195	345.944	227.379	-17.073	322.054	230.489
397.256	345.868	227.384	-17.073	322.062	230.489
