NO_OF_FRAMES	325
NO_OF_CAMERAS	2
NO_OF_MARKERS	4
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-11-06, 16:23:15.447	2330323.17674180
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003
TRAJECTORY_TYPES	Measured	Measured	Measured	Mixed
302.293	121.817	-14.084	275.778	109.822	-14.330	427.292	379.123	-14.119	406.844	403.158	-13.632
302.745	123.511	-14.130	276.204	111.810	-14.291	427.229	379.168	-14.110	406.772	403.224	-13.605
303.082	125.391	-14.134	276.541	113.817	-14.478	427.155	379.228	-14.086	406.709	403.295	-13.626
303.458	127.222	-13.915	276.739	115.979	-14.407	427.083	379.274	-14.093	406.636	403.364	-13.632
303.939	129.076	-14.153	277.117	118.075	-14.350	427.020	379.318	-14.084	406.574	403.426	-13.652
304.358	130.926	-14.015	277.500	119.962	-14.583	426.956	379.363	-14.074	406.520	403.465	-13.657
304.765	132.672	-14.076	277.744	122.062	-14.498	426.884	379.425	-14.082	406.483	403.503	-13.661
305.175	134.535	-14.115	278.097	124.103	-14.356	426.829	379.461	-14.055	406.438	403.525	-13.649
305.514	136.395	-13.895	278.480	126.007	-14.558	426.766	379.509	-14.079	406.384	403.548	-13.654
305.961	138.197	-14.098	278.822	128.094	-14.428	426.712	379.562	-14.084	406.320	403.559	-13.610
306.396	140.062	-13.925	279.089	130.117	-14.251	426.657	379.614	-14.057	406.247	403.611	-13.585
306.769	141.833	-13.957	279.450	132.108	-14.416	426.587	379.669	-14.095	406.157	403.685	-13.559
307.292	143.696	-13.979	279.880	134.180	-14.357	426.542	379.716	-14.116	406.066	403.751	-13.534
307.569	145.544	-13.837	280.084	136.250	-14.227	426.479	379.761	-14.106	405.984	403.819	-13.525
308.025	147.351	-13.958	280.455	138.306	-14.348	426.415	379.806	-14.097	405.930	403.865	-13.530
308.443	149.234	-13.849	280.892	140.389	-14.401	426.353	379.861	-14.119	405.876	403.914	-13.567
308.788	150.954	-13.954	281.087	142.435	-14.253	426.298	379.900	-14.125	405.813	403.954	-13.588
309.338	152.811	-13.959	281.521	144.451	-14.229	426.226	379.953	-14.133	405.759	403.987	-13.625
309.590	154.656	-13.837	281.940	146.535	-14.376	426.172	379.992	-14.139	405.705	404.018	-13.630
310.080	156.522	-13.828	282.162	148.526	-14.210	426.116	380.051	-14.113	405.651	404.067	-13.668
310.481	158.384	-13.849	282.597	150.539	-14.122	426.035	380.096	-14.104	405.588	404.119	-13.656
310.824	160.143	-13.791	282.996	152.639	-14.329	425.961	380.156	-14.081	405.507	404.197	-13.679
311.400	162.023	-13.940	283.264	154.631	-14.120	425.890	380.194	-14.087	405.443	404.265	-13.668
311.637	163.749	-13.877	283.628	156.693	-14.066	425.826	380.239	-14.079	405.372	404.319	-13.673
312.152	165.649	-13.722	284.043	158.842	-14.306	425.764	380.286	-14.101	405.317	404.380	-13.677
312.527	167.500	-13.855	284.348	160.813	-14.067	425.700	380.346	-14.091	405.254	404.409	-13.666
312.894	169.334	-13.588	284.684	162.888	-14.058	425.628	380.385	-14.099	405.200	404.432	-13.671
313.419	171.193	-13.930	285.118	164.935	-14.227	425.582	380.430	-14.087	405.145	404.453	-13.644
313.771	172.963	-13.791	285.440	166.967	-13.993	425.529	380.478	-14.125	405.090	404.473	-13.616
314.172	174.790	-13.615	285.775	168.959	-14.040	425.466	380.530	-14.115	405.008	404.508	-13.575
314.600	176.622	-13.839	286.247	171.054	-14.120	425.412	380.584	-14.119	404.936	404.582	-13.548
315.002	178.465	-13.478	286.524	173.053	-13.962	425.349	380.621	-14.110	404.855	404.649	-13.538
315.483	180.319	-13.801	286.885	175.051	-13.990	425.295	380.675	-14.115	404.781	404.727	-13.545
315.948	182.143	-13.648	287.339	177.202	-14.042	425.223	380.721	-14.122	404.709	404.773	-13.551
316.235	183.974	-13.555	287.606	179.194	-13.931	425.160	380.783	-14.144	404.655	404.829	-13.587
316.786	185.853	-13.718	288.038	181.254	-13.901	425.096	380.836	-14.135	404.601	404.868	-13.592
317.117	187.669	-13.474	288.440	183.364	-13.984	425.033	380.873	-14.126	404.557	404.899	-13.612
317.555	189.457	-13.651	288.726	185.304	-13.869	424.978	380.927	-14.132	404.494	404.931	-13.633
318.055	191.286	-13.562	289.190	187.464	-13.874	424.915	380.972	-14.121	404.448	404.979	-13.654
318.307	193.103	-13.467	289.550	189.484	-13.934	424.842	381.031	-14.096	404.384	405.024	-13.643
318.895	194.942	-13.567	289.907	191.461	-13.730	424.779	381.069	-14.087	404.304	405.094	-13.665
319.145	196.801	-13.499	290.361	193.558	-13.871	424.715	381.121	-14.078	404.232	405.163	-13.670
319.610	198.601	-13.499	290.715	195.546	-13.821	424.661	381.167	-14.083	404.169	405.223	-13.659
320.111	200.369	-13.529	291.097	197.573	-13.666	424.589	381.206	-14.091	404.097	405.277	-13.664
320.426	202.164	-13.420	291.515	199.675	-13.868	424.515	381.265	-14.066	404.042	405.313	-13.637
321.005	204.010	-13.502	291.915	201.684	-13.651	424.463	381.313	-14.103	403.979	405.326	-13.626
321.299	205.896	-13.421	292.284	203.719	-13.727	424.408	381.352	-14.109	403.926	405.357	-13.630
321.745	207.703	-13.292	292.741	205.803	-13.711	424.364	381.399	-14.129	403.870	405.375	-13.571
322.166	209.523	-13.465	293.079	207.780	-13.633	424.300	381.451	-14.119	403.806	405.420	-13.559
322.552	211.270	-13.288	293.508	209.875	-13.693	424.247	381.497	-14.123	403.734	405.470	-13.533
323.052	213.116	-13.450	293.923	211.911	-13.630	424.184	381.552	-14.146	403.653	405.546	-13.522
323.399	215.001	-13.400	294.259	213.920	-13.611	424.121	381.597	-14.136	403.590	405.624	-13.543
323.819	216.807	-13.255	294.723	216.051	-13.612	424.058	381.649	-14.126	403.518	405.688	-13.582
324.229	218.676	-13.413	295.096	217.999	-13.593	423.994	381.694	-14.116	403.464	405.734	-13.586
324.623	220.453	-13.220	295.518	220.090	-13.575	423.914	381.749	-14.140	403.401	405.774	-13.607
325.054	222.229	-13.347	295.923	222.122	-13.590	423.859	381.795	-14.147	403.356	405.814	-13.627
325.518	224.072	-13.340	296.295	224.104	-13.572	423.803	381.855	-14.121	403.310	405.846	-13.648
325.857	225.903	-13.244	296.725	226.243	-13.503	423.732	381.906	-14.094	403.248	405.886	-13.669
326.303	227.750	-13.305	297.122	228.218	-13.599	423.667	381.959	-14.086	403.184	405.946	-13.658
326.696	229.594	-13.142	297.528	230.266	-13.518	423.603	382.027	-14.076	403.111	406.031	-13.663
327.117	231.364	-13.252	297.923	232.353	-13.575	423.531	382.073	-14.083	403.039	406.097	-13.637
327.590	233.215	-13.231	298.357	234.330	-13.544	423.468	382.118	-14.073	402.957	406.157	-13.627
327.993	235.022	-13.147	298.761	236.411	-13.555	423.396	382.179	-14.080	402.877	406.217	-13.616
328.440	236.843	-13.207	299.175	238.458	-13.584	423.342	382.233	-14.085	402.822	406.255	-13.621
328.796	238.724	-13.105	299.599	240.496	-13.473	423.288	382.281	-14.123	402.759	406.277	-13.610
329.217	240.494	-13.152	300.004	242.546	-13.546	423.234	382.327	-14.128	402.714	406.299	-13.598
329.636	242.346	-13.131	300.454	244.597	-13.450	423.180	382.373	-14.134	402.650	406.336	-13.587
330.030	244.175	-13.126	300.869	246.610	-13.540	423.117	382.433	-14.123	402.587	406.378	-13.543
330.441	245.989	-13.153	301.335	248.697	-13.443	423.055	382.473	-14.145	402.524	406.437	-13.531
330.826	247.830	-13.096	301.734	250.658	-13.469	422.992	382.525	-14.135	402.453	406.498	-13.536
331.246	249.646	-13.109	302.173	252.775	-13.418	422.928	382.562	-14.125	402.380	406.578	-13.574
331.648	251.460	-13.088	302.597	254.782	-13.429	422.865	382.607	-14.114	402.316	406.641	-13.596
332.052	253.258	-13.098	303.055	256.862	-13.443	422.792	382.661	-14.123	402.262	406.680	-13.601
332.480	255.102	-13.123	303.470	258.864	-13.406	422.729	382.716	-14.146	402.208	406.729	-13.638
332.893	256.884	-13.052	303.929	260.900	-13.484	422.674	382.763	-14.152	402.154	406.754	-13.674
333.331	258.721	-13.093	304.370	262.961	-13.399	422.610	382.815	-14.143	402.099	406.801	-13.679
333.733	260.535	-13.039	304.793	265.008	-13.409	422.538	382.867	-14.117	402.045	406.842	-13.717
334.153	262.350	-13.050	305.267	267.118	-13.392	422.473	382.928	-14.109	401.981	406.895	-13.706
334.573	264.186	-13.028	305.665	269.113	-13.417	422.410	382.980	-14.098	401.899	406.970	-13.697
334.948	266.007	-12.990	306.185	271.190	-13.413	422.345	383.033	-14.090	401.817	407.046	-13.687
335.431	267.860	-13.076	306.573	273.187	-13.391	422.291	383.079	-14.095	401.735	407.096	-13.645
335.797	269.672	-13.022	307.068	275.275	-13.367	422.220	383.133	-14.102	401.654	407.148	-13.636
336.209	271.488	-13.078	307.464	277.316	-13.331	422.166	383.179	-14.107	401.591	407.185	-13.624
336.611	273.323	-13.087	307.967	279.363	-13.324	422.111	383.243	-14.145	401.555	407.215	-13.627
336.952	275.142	-13.015	308.408	281.375	-13.336	422.067	383.275	-14.165	401.509	407.253	-13.615
337.381	276.973	-13.071	308.876	283.437	-13.327	422.011	383.326	-14.139	401.446	407.274	-13.604
337.749	278.793	-13.076	309.325	285.495	-13.355	421.941	383.379	-14.145	401.392	407.312	-13.607
338.168	280.623	-13.053	309.758	287.575	-13.279	421.887	383.425	-14.150	401.320	407.381	-13.612
338.545	282.458	-13.105	310.234	289.603	-13.323	421.814	383.469	-14.125	401.256	407.457	-13.601
338.956	284.247	-13.002	310.684	291.650	-13.314	421.760	383.523	-14.129	401.175	407.535	-13.624
339.342	286.077	-13.040	311.159	293.738	-13.323	421.678	383.575	-14.122	401.121	407.597	-13.628
339.754	287.912	-13.059	311.636	295.758	-13.333	421.607	383.621	-14.128	401.067	407.638	-13.664
340.182	289.732	-12.988	312.078	297.793	-13.273	421.552	383.675	-14.134	401.013	407.684	-13.668
340.585	291.586	-13.056	312.572	299.843	-13.282	421.479	383.722	-14.142	400.959	407.718	-13.705
340.979	293.350	-12.984	313.024	301.842	-13.272	421.416	383.782	-14.132	400.905	407.748	-13.710
341.365	295.182	-13.052	313.526	303.916	-13.265	421.352	383.834	-14.122	400.841	407.796	-13.732
341.821	297.034	-13.056	313.986	305.909	-13.271	421.288	383.895	-14.113	400.768	407.847	-13.706
342.205	298.844	-12.966	314.489	307.970	-13.263	421.224	383.956	-14.103	400.677	407.929	-13.680
342.626	300.662	-13.068	314.959	310.011	-13.249	421.178	384.001	-14.092	400.595	407.987	-13.639
343.019	302.509	-12.961	315.434	312.062	-13.225	421.107	384.054	-14.098	400.513	408.052	-13.597
343.398	304.296	-13.043	315.930	314.100	-13.229	421.060	384.107	-14.087	400.450	408.091	-13.618
343.862	306.155	-12.999	316.380	316.098	-13.219	420.998	384.154	-14.109	400.396	408.145	-13.621
344.221	307.950	-12.954	316.921	318.158	-13.239	420.944	384.203	-14.147	400.351	408.174	-13.609
344.643	309.804	-12.987	317.353	320.147	-13.197	420.890	384.249	-14.152	400.306	408.199	-13.628
345.053	311.616	-12.945	317.910	322.250	-13.250	420.836	384.302	-14.157	400.251	408.227	-13.600
345.419	313.483	-12.950	318.335	324.203	-13.188	420.773	384.347	-14.147	400.197	408.265	-13.605
345.904	315.291	-12.933	318.891	326.324	-13.241	420.710	384.384	-14.136	400.134	408.325	-13.593
346.255	317.056	-12.937	319.326	328.245	-13.163	420.637	384.435	-14.111	400.071	408.403	-13.614
346.703	318.909	-12.922	319.881	330.383	-13.217	420.575	384.472	-14.100	399.999	408.472	-13.618
347.114	320.714	-12.909	320.326	332.302	-13.121	420.493	384.525	-14.092	399.936	408.535	-13.639
347.490	322.574	-12.896	320.871	334.473	-13.191	420.439	384.578	-14.097	399.873	408.575	-13.660
347.974	324.390	-12.911	321.343	336.378	-13.111	420.367	384.625	-14.105	399.829	408.622	-13.680
348.316	326.211	-12.896	321.879	338.510	-13.164	420.303	384.672	-14.127	399.756	408.653	-13.686
348.746	327.993	-12.883	322.350	340.477	-13.085	420.240	384.740	-14.117	399.701	408.684	-13.691
349.158	329.831	-12.900	322.879	342.555	-13.151	420.168	384.786	-14.124	399.637	408.721	-13.681
349.542	331.674	-12.871	323.376	344.530	-13.087	420.113	384.856	-14.130	399.555	408.774	-13.671
350.018	333.514	-12.901	323.870	346.597	-13.089	420.049	384.908	-14.120	399.465	408.847	-13.645
350.385	335.301	-12.839	324.411	348.599	-13.073	420.003	384.961	-14.108	399.374	408.922	-13.620
350.824	337.114	-12.807	324.871	350.632	-13.073	419.949	385.023	-14.114	399.302	408.983	-13.625
351.230	338.988	-12.900	325.456	352.629	-13.074	419.868	385.077	-14.138	399.238	409.028	-13.614
351.648	340.798	-12.839	325.881	354.678	-13.072	419.824	385.117	-14.158	399.194	409.083	-13.633
352.041	342.642	-12.824	326.492	356.669	-13.089	419.770	385.171	-14.163	399.158	409.113	-13.635
352.448	344.404	-12.853	326.927	358.738	-13.069	419.715	385.217	-14.169	399.103	409.144	-13.640
352.879	346.253	-12.769	327.520	360.698	-13.053	419.662	385.263	-14.173	399.058	409.174	-13.628
353.311	348.085	-12.911	327.972	362.753	-13.034	419.598	385.308	-14.163	399.004	409.220	-13.632
353.676	349.895	-12.722	328.576	364.758	-13.031	419.517	385.360	-14.154	398.941	409.287	-13.619
353.472	351.261	-12.790	328.528	366.453	-13.056	420.295	386.046	-14.126	399.930	410.096	-13.626
353.098	352.597	-12.816	328.363	368.058	-12.978	421.268	386.812	-14.111	401.128	411.085	-13.619
352.783	353.839	-12.770	328.231	369.683	-12.934	422.258	387.626	-14.093	402.308	412.051	-13.611
352.414	355.082	-12.727	328.062	371.253	-12.958	423.254	388.423	-14.060	403.488	413.047	-13.601
352.041	356.403	-12.784	327.904	372.887	-12.961	424.244	389.216	-14.073	404.678	414.027	-13.573
351.705	357.680	-12.839	327.756	374.504	-12.948	425.233	390.005	-14.052	405.877	414.991	-13.558
351.354	358.927	-12.730	327.641	376.069	-13.002	426.205	390.821	-14.065	407.094	415.975	-13.572
350.999	360.226	-12.753	327.510	377.683	-13.022	427.195	391.621	-14.076	408.312	416.950	-13.585
350.617	361.533	-12.827	327.370	379.311	-13.026	428.167	392.413	-14.087	409.502	417.923	-13.582
350.293	362.792	-12.829	327.265	380.851	-13.064	429.156	393.195	-14.063	410.691	418.897	-13.580
349.947	364.058	-12.772	327.171	382.426	-13.082	430.126	393.977	-14.041	411.899	419.855	-13.573
349.575	365.379	-12.795	327.037	384.038	-13.041	431.106	394.783	-14.032	413.088	420.821	-13.567
349.213	366.654	-12.833	326.951	385.591	-13.046	432.078	395.564	-14.006	414.295	421.768	-13.525
348.896	367.923	-12.821	326.838	387.170	-13.002	433.039	396.367	-13.964	415.513	422.711	-13.528
348.533	369.212	-12.795	326.732	388.737	-12.976	434.011	397.182	-13.969	416.730	423.654	-13.530
348.154	370.503	-12.832	326.658	390.278	-12.962	435.008	397.980	-13.954	417.974	424.614	-13.544
347.854	371.770	-12.853	326.569	391.894	-12.937	435.999	398.747	-13.954	419.190	425.577	-13.511
347.501	373.046	-12.809	326.512	393.437	-12.955	436.988	399.554	-13.953	420.406	426.509	-13.477
347.129	374.348	-12.767	326.423	395.014	-12.930	437.986	400.336	-13.935	421.631	427.431	-13.423
346.777	375.648	-12.819	326.349	396.543	-12.948	438.965	401.152	-13.951	422.857	428.372	-13.400
346.458	376.903	-12.840	326.300	398.141	-12.951	439.956	401.934	-13.947	424.064	429.320	-13.378
346.068	378.193	-12.734	326.220	399.643	-12.942	440.945	402.732	-13.942	425.291	430.251	-13.416
345.736	379.445	-12.719	326.174	401.208	-12.943	441.905	403.538	-13.926	426.526	431.204	-13.436
345.408	380.736	-12.854	326.091	402.765	-12.936	442.858	404.344	-13.924	427.760	432.134	-13.390
345.018	382.042	-12.747	326.040	404.262	-12.951	443.848	405.134	-13.915	428.967	433.077	-13.393
344.664	383.298	-12.704	325.976	405.841	-12.943	444.837	405.905	-13.873	430.173	434.040	-13.364
344.339	384.599	-12.802	325.938	407.342	-12.961	445.807	406.727	-13.867	431.393	434.952	-13.377
344.002	385.886	-12.888	325.868	408.886	-12.936	446.779	407.531	-13.858	432.608	435.870	-13.360
343.612	387.156	-12.717	325.839	410.388	-12.970	447.776	408.354	-13.861	433.870	436.788	-13.351
343.287	388.435	-12.751	325.778	411.924	-12.928	448.749	409.146	-13.883	435.123	437.716	-13.357
342.978	389.728	-12.851	325.755	413.427	-12.949	449.735	409.945	-13.872	436.356	438.645	-13.366
342.568	391.043	-12.810	325.706	414.932	-12.921	450.716	410.727	-13.874	437.590	439.573	-13.306
342.216	392.275	-12.733	325.691	416.465	-12.926	451.715	411.510	-13.872	438.835	440.452	-13.291
341.936	393.565	-12.782	325.635	417.958	-12.945	452.693	412.314	-13.841	440.080	441.365	-13.307
341.552	394.861	-12.854	325.637	419.462	-12.951	453.655	413.119	-13.843	441.286	442.275	-13.296
341.149	396.112	-12.775	325.591	420.937	-12.952	454.627	413.908	-13.825	442.522	443.193	-13.294
340.839	397.413	-12.779	325.602	422.435	-12.975	455.605	414.726	-13.791	443.767	444.105	-13.305
340.530	398.695	-12.814	325.547	423.894	-12.961	456.601	415.533	-13.787	445.010	445.006	-13.283
340.137	399.983	-12.805	325.586	425.408	-12.998	457.564	416.299	-13.784	446.263	445.905	-13.308
339.777	401.228	-12.807	325.539	426.855	-13.001	458.554	417.097	-13.791	447.497	446.816	-13.300
339.471	402.529	-12.807	325.580	428.357	-13.005	459.550	417.903	-13.784	448.713	447.711	-13.227
339.106	403.842	-12.779	325.550	429.801	-12.976	460.548	418.708	-13.773	449.955	448.626	-13.199
338.759	405.098	-12.818	325.594	431.256	-12.979	461.530	419.492	-13.795	451.219	449.494	-13.231
338.397	406.382	-12.819	325.570	432.717	-12.936	462.508	420.305	-13.787	452.490	450.384	-13.244
338.060	407.714	-12.807	325.636	434.104	-12.904	463.504	421.095	-13.775	453.752	451.243	-13.206
337.735	408.938	-12.745	325.589	435.587	-12.897	464.485	421.868	-13.762	454.985	452.149	-13.156
337.367	410.209	-12.848	325.612	436.971	-12.847	465.472	422.671	-13.731	456.219	453.042	-13.137
337.000	411.514	-12.831	325.600	438.497	-12.873	466.449	423.492	-13.719	457.474	453.918	-13.178
336.642	412.824	-12.701	325.585	439.833	-12.793	467.411	424.295	-13.706	458.755	454.769	-13.196
336.369	414.059	-12.791	325.594	441.364	-12.880	468.384	425.084	-13.706	459.981	455.671	-13.189
335.997	415.339	-12.906	325.578	442.694	-12.801	469.362	425.892	-13.723	461.222	456.550	-13.180
335.579	416.646	-12.790	325.608	444.078	-12.833	470.332	426.706	-13.723	462.456	457.442	-13.152
335.285	417.929	-12.730	325.570	445.548	-12.810	471.339	427.460	-13.682	463.722	458.283	-13.164
335.015	419.132	-12.881	325.583	446.880	-12.777	472.327	428.246	-13.644	464.983	459.148	-13.178
334.583	420.476	-12.881	325.574	448.384	-12.800	473.307	429.052	-13.654	466.243	460.026	-13.159
334.196	421.811	-12.705	325.567	449.639	-12.737	474.286	429.874	-13.666	467.492	460.895	-13.124
333.947	423.054	-12.788	325.613	451.071	-12.771	475.274	430.675	-13.691	468.740	461.746	-13.098
333.645	424.235	-12.872	325.611	452.448	-12.726	476.243	431.457	-13.685	470.004	462.558	-13.070
333.151	425.625	-12.728	325.669	453.800	-12.678	477.225	432.227	-13.657	471.273	463.386	-13.025
332.845	426.948	-12.727	325.683	455.215	-12.698	478.226	433.053	-13.613	472.531	464.271	-12.999
332.630	428.126	-12.843	325.717	456.522	-12.654	479.187	433.847	-13.588	473.778	465.095	-13.000
332.236	429.323	-12.842	325.792	457.862	-12.670	480.171	434.603	-13.587	475.035	465.904	-13.015
331.778	430.739	-12.719	325.814	459.286	-12.706	481.136	435.464	-13.580	476.293	466.777	-13.016
331.524	432.046	-12.783	325.885	460.629	-12.725	482.121	436.273	-13.534	477.514	467.700	-12.989
331.269	433.224	-12.847	325.930	461.909	-12.727	483.113	436.980	-13.512	478.782	468.478	-13.011
330.777	434.547	-12.724	325.937	463.363	-12.763	484.080	437.813	-13.534	480.047	469.294	-13.068
