NO_OF_FRAMES	5000
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-09-17, 16:37:20.571	428377.36681510
DATA_INCLUDED	3D
MARKER_NAMES	1	2
TRAJECTORY_TYPES	Measured	Measured
Frame	Time	1 X	1 Y	1 Z	2 X	2 Y	2 Z	
1221	2.44000	250.902	-0.851	403.655	0.000	0.000	0.000
1222	2.44200	250.845	-0.852	403.669	0.000	0.000	0.000
1223	2.44400	250.787	-0.860	403.658	0.000	0.000	0.000
1224	2.44600	250.729	-0.854	403.672	0.000	0.000	0.000
1225	2.44800	250.680	-0.862	403.673	0.000	0.000	0.000
1226	2.45000	250.622	-0.870	403.686	0.000	0.000	0.000
1227	2.45200	250.565	-0.872	403.674	0.000	0.000	0.000
1228	2.45400	250.523	-0.873	403.663	0.000	0.000	0.000
1229	2.45600	250.457	-0.867	403.665	0.000	0.000	0.000
1230	2.45800	250.408	-0.868	403.641	0.000	0.000	0.000
1231	2.46000	250.350	-0.862	403.631	0.000	0.000	0.000
1232	2.46200	250.301	-0.863	403.632	0.000	0.000	0.000
1233	2.46400	250.243	-0.858	403.622	0.000	0.000	0.000
1234	2.46600	250.177	-0.859	403.624	0.000	0.000	0.000
1235	2.46800	250.119	-0.853	403.614	0.000	0.000	0.000
1236	2.47000	250.070	-0.854	403.615	0.000	0.000	0.000
1237	2.47200	250.003	-0.841	403.618	0.000	0.000	0.000
1238	2.47400	249.946	-0.843	403.607	0.000	0.000	0.000
1239	2.47600	249.896	-0.837	403.609	0.000	0.000	0.000
1240	2.47800	249.839	-0.845	403.622	0.000	0.000	0.000
1241	2.48000	249.789	-0.846	403.624	0.000	0.000	0.000
1242	2.48200	249.723	-0.840	403.625	0.000	0.000	0.000
1243	2.48400	249.674	-0.834	403.626	0.000	0.000	0.000
1244	2.48600	249.624	-0.835	403.627	0.000	0.000	0.000
1245	2.48800	249.574	-0.837	403.628	0.000	0.000	0.000
1246	2.49000	249.525	-0.844	403.629	0.000	0.000	0.000
1247	2.49200	249.467	-0.846	403.618	0.000	0.000	0.000
1248	2.49400	249.426	-0.840	403.631	0.000	0.000	0.000
1249	2.49600	249.377	-0.848	403.608	0.000	0.000	0.000
1250	2.49800	249.328	-0.855	403.609	0.000	0.000	0.000
1251	2.50000	249.270	-0.857	403.599	0.000	0.000	0.000
1252	2.50200	249.220	-0.844	403.600	0.000	0.000	0.000
1253	2.50400	249.154	-0.838	403.602	0.000	0.000	0.000
1254	2.50600	249.104	-0.832	403.604	0.000	0.000	0.000
1255	2.50800	249.055	-0.826	403.606	0.000	0.000	0.000
1256	2.51000	248.989	-0.821	403.608	0.000	0.000	0.000
1257	2.51200	248.931	-0.808	403.622	0.000	0.000	0.000
1258	2.51400	248.873	-0.816	403.612	0.000	0.000	0.000
1259	2.51600	248.824	-0.810	403.638	0.000	0.000	0.000
1260	2.51800	248.758	-0.797	403.640	0.000	0.000	0.000
1261	2.52000	248.709	-0.805	403.667	0.000	0.000	0.000
1262	2.52200	248.643	-0.806	403.668	0.000	0.000	0.000
1263	2.52400	248.593	-0.794	403.669	0.000	0.000	0.000
1264	2.52600	248.544	-0.801	403.671	0.000	0.000	0.000
1265	2.52800	248.486	-0.796	403.684	0.000	0.000	0.000
1266	2.53000	248.444	-0.790	403.648	0.000	0.000	0.000
1267	2.53200	248.395	-0.784	403.674	0.000	0.000	0.000
1268	2.53400	248.337	-0.785	403.663	0.000	0.000	0.000
1269	2.53600	248.296	-0.793	403.652	0.000	0.000	0.000
1270	2.53800	248.238	-0.780	403.641	0.000	0.000	0.000
1271	2.54000	248.180	-0.775	403.631	0.000	0.000	0.000
1272	2.54200	248.122	-0.776	403.620	0.000	0.000	0.000
1273	2.54400	248.081	-0.770	403.634	0.000	0.000	0.000
1274	2.54600	248.031	-0.757	403.635	0.000	0.000	0.000
1275	2.54800	247.965	-0.751	403.638	0.000	0.000	0.000
1276	2.55000	247.899	-0.746	403.640	0.000	0.000	0.000
1277	2.55200	247.850	-0.747	403.641	0.000	0.000	0.000
1278	2.55400	247.792	-0.741	403.631	0.000	0.000	0.000
1279	2.55600	247.726	-0.742	403.633	0.000	0.000	0.000
1280	2.55800	247.677	-0.743	403.635	0.000	0.000	0.000
1281	2.56000	247.619	-0.744	403.649	0.000	0.000	0.000
1282	2.56200	247.544	-0.739	403.638	0.000	0.000	0.000
1283	2.56400	247.487	-0.754	403.652	0.000	0.000	0.000
1284	2.56600	247.438	-0.755	403.628	0.000	0.000	0.000
1285	2.56800	247.380	-0.756	403.642	0.000	0.000	0.000
1286	2.57000	247.322	-0.764	403.632	0.000	0.000	0.000
1287	2.57200	247.265	-0.772	403.621	0.000	0.000	0.000
1288	2.57400	247.215	-0.767	403.597	0.000	0.000	0.000
1289	2.57600	247.149	-0.761	403.600	0.000	0.000	0.000
1290	2.57800	247.099	-0.755	403.601	0.000	0.000	0.000
1291	2.58000	247.041	-0.750	403.590	0.000	0.000	0.000
1292	2.58200	246.984	-0.744	403.604	0.000	0.000	0.000
1293	2.58400	246.926	-0.745	403.594	0.000	0.000	0.000
1294	2.58600	246.860	-0.732	403.596	0.000	0.000	0.000
1295	2.58800	246.811	-0.740	403.598	0.000	0.000	0.000
1296	2.59000	246.753	-0.734	403.613	0.000	0.000	0.000
1297	2.59200	246.695	-0.735	403.627	0.000	0.000	0.000
1298	2.59400	246.646	-0.736	403.629	0.000	0.000	0.000
1299	2.59600	246.580	-0.737	403.631	0.000	0.000	0.000
1300	2.59800	246.531	-0.738	403.633	0.000	0.000	0.000
1301	2.60000	246.481	-0.746	403.634	0.000	0.000	0.000
1302	2.60200	246.424	-0.761	403.624	0.000	0.000	0.000
1303	2.60400	246.367	-0.769	403.638	0.000	0.000	0.000
1304	2.60600	246.318	-0.784	403.640	0.000	0.000	0.000
1305	2.60800	246.268	-0.798	403.617	0.000	0.000	0.000
1306	2.61000	246.211	-0.806	403.631	0.000	0.000	0.000
1307	2.61200	246.153	-0.808	403.620	0.000	0.000	0.000
1308	2.61400	246.096	-0.823	403.610	0.000	0.000	0.000
1309	2.61600	246.039	-0.830	403.624	0.000	0.000	0.000
1310	2.61800	245.989	-0.831	403.626	0.000	0.000	0.000
1311	2.62000	245.932	-0.839	403.616	0.000	0.000	0.000
1312	2.62200	245.865	-0.827	403.618	0.000	0.000	0.000
1313	2.62400	245.800	-0.828	403.620	0.000	0.000	0.000
1314	2.62600	245.750	-0.829	403.622	0.000	0.000	0.000
1315	2.62800	245.693	-0.844	403.637	0.000	0.000	0.000
1316	2.63000	245.635	-0.845	403.651	0.000	0.000	0.000
1317	2.63200	245.586	-0.846	403.653	0.000	0.000	0.000
1318	2.63400	245.520	-0.840	403.655	0.000	0.000	0.000
1319	2.63600	245.479	-0.848	403.644	0.000	0.000	0.000
1320	2.63800	245.421	-0.856	403.633	0.000	0.000	0.000
1321	2.64000	245.364	-0.864	403.647	0.000	0.000	0.000
1322	2.64200	245.314	-0.865	403.649	0.000	0.000	0.000
1323	2.64400	245.257	-0.880	403.639	0.000	0.000	0.000
1324	2.64600	245.208	-0.901	403.640	0.000	0.000	0.000
1325	2.64800	245.151	-0.903	403.630	0.000	0.000	0.000
1326	2.65000	245.085	-0.911	403.607	0.000	0.000	0.000
1327	2.65200	245.027	-0.926	403.621	0.000	0.000	0.000
1328	2.65400	244.961	-0.920	403.599	0.000	0.000	0.000
1329	2.65600	244.912	-0.928	403.601	0.000	0.000	0.000
1330	2.65800	244.854	-0.929	403.590	0.000	0.000	0.000
1331	2.66000	244.789	-0.931	403.593	0.000	0.000	0.000
1332	2.66200	244.723	-0.925	403.595	0.000	0.000	0.000
1333	2.66400	244.657	-0.926	403.597	0.000	0.000	0.000
1334	2.66600	244.607	-0.927	403.600	0.000	0.000	0.000
1335	2.66800	244.541	-0.928	403.601	0.000	0.000	0.000
1336	2.67000	244.492	-0.929	403.603	0.000	0.000	0.000
1337	2.67200	244.434	-0.924	403.617	0.000	0.000	0.000
1338	2.67400	244.377	-0.932	403.606	0.000	0.000	0.000
1339	2.67600	244.336	-0.939	403.620	0.000	0.000	0.000
1340	2.67800	244.286	-0.947	403.621	0.000	0.000	0.000
1341	2.68000	244.229	-0.955	403.611	0.000	0.000	0.000
1342	2.68200	244.180	-0.970	403.612	0.000	0.000	0.000
1343	2.68400	244.122	-0.978	403.627	0.000	0.000	0.000
1344	2.68600	244.065	-0.986	403.616	0.000	0.000	0.000
1345	2.68800	244.007	-0.987	403.606	0.000	0.000	0.000
1346	2.69000	243.949	-0.995	403.596	0.000	0.000	0.000
1347	2.69200	243.900	-0.996	403.597	0.000	0.000	0.000
1348	2.69400	243.851	-1.004	403.600	0.000	0.000	0.000
1349	2.69600	243.785	-0.991	403.602	0.000	0.000	0.000
1350	2.69800	243.719	-0.993	403.605	0.000	0.000	0.000
1351	2.70000	243.669	-0.994	403.606	0.000	0.000	0.000
1352	2.70200	243.603	-0.981	403.609	0.000	0.000	0.000
1353	2.70400	243.545	-0.975	403.624	0.000	0.000	0.000
1354	2.70600	243.488	-0.983	403.613	0.000	0.000	0.000
1355	2.70800	243.430	-0.977	403.628	0.000	0.000	0.000
1356	2.71000	243.372	-0.972	403.642	0.000	0.000	0.000
1357	2.71200	243.315	-0.973	403.631	0.000	0.000	0.000
1358	2.71400	243.265	-0.981	403.633	0.000	0.000	0.000
1359	2.71600	243.208	-0.982	403.623	0.000	0.000	0.000
1360	2.71800	243.158	-0.990	403.624	0.000	0.000	0.000
1361	2.72000	243.109	-1.005	403.626	0.000	0.000	0.000
1362	2.72200	243.043	-1.006	403.628	0.000	0.000	0.000
1363	2.72400	243.002	-1.014	403.617	0.000	0.000	0.000
1364	2.72600	242.936	-1.015	403.620	0.000	0.000	0.000
1365	2.72800	242.879	-1.016	403.609	0.000	0.000	0.000
1366	2.73000	242.838	-1.017	403.599	0.000	0.000	0.000
1367	2.73200	242.771	-1.005	403.601	0.000	0.000	0.000
1368	2.73400	242.713	-0.999	403.591	0.000	0.000	0.000
1369	2.73600	242.647	-0.986	403.593	0.000	0.000	0.000
1370	2.73800	242.589	-0.981	403.607	0.000	0.000	0.000
1371	2.74000	242.531	-0.975	403.597	0.000	0.000	0.000
1372	2.74200	242.465	-0.962	403.599	0.000	0.000	0.000
1373	2.74400	242.399	-0.957	403.601	0.000	0.000	0.000
1374	2.74600	242.350	-0.958	403.603	0.000	0.000	0.000
1375	2.74800	242.292	-0.952	403.618	0.000	0.000	0.000
1376	2.75000	242.226	-0.940	403.620	0.000	0.000	0.000
1377	2.75200	242.185	-0.947	403.609	0.000	0.000	0.000
1378	2.75400	242.127	-0.955	403.599	0.000	0.000	0.000
1379	2.75600	242.078	-0.970	403.601	0.000	0.000	0.000
1380	2.75800	242.029	-0.971	403.603	0.000	0.000	0.000
1381	2.76000	241.971	-0.972	403.592	0.000	0.000	0.000
1382	2.76200	241.913	-0.980	403.582	0.000	0.000	0.000
1383	2.76400	241.856	-0.981	403.596	0.000	0.000	0.000
1384	2.76600	241.798	-0.976	403.586	0.000	0.000	0.000
1385	2.76800	241.732	-0.970	403.588	0.000	0.000	0.000
1386	2.77000	241.674	-0.965	403.578	0.000	0.000	0.000
1387	2.77200	241.607	-0.945	403.580	0.000	0.000	0.000
1388	2.77400	241.541	-0.933	403.583	0.000	0.000	0.000
1389	2.77600	241.483	-0.927	403.572	0.000	0.000	0.000
1390	2.77800	241.425	-0.914	403.587	0.000	0.000	0.000
1391	2.78000	241.367	-0.895	403.601	0.000	0.000	0.000
1392	2.78200	241.309	-0.882	403.615	0.000	0.000	0.000
1393	2.78400	241.243	-0.877	403.618	0.000	0.000	0.000
1394	2.78600	241.185	-0.878	403.632	0.000	0.000	0.000
1395	2.78800	241.136	-0.879	403.610	0.000	0.000	0.000
1396	2.79000	241.078	-0.880	403.625	0.000	0.000	0.000
1397	2.79200	241.045	-0.880	403.601	0.000	0.000	0.000
1398	2.79400	240.971	-0.889	403.616	0.000	0.000	0.000
1399	2.79600	240.930	-0.896	403.605	0.000	0.000	0.000
1400	2.79800	240.873	-0.898	403.595	0.000	0.000	0.000
1401	2.80000	240.815	-0.899	403.585	0.000	0.000	0.000
1402	2.80200	240.757	-0.893	403.599	0.000	0.000	0.000
1403	2.80400	240.691	-0.895	403.577	0.000	0.000	0.000
1404	2.80600	240.633	-0.889	403.592	0.000	0.000	0.000
1405	2.80800	240.567	-0.883	403.594	0.000	0.000	0.000
1406	2.81000	240.509	-0.877	403.608	0.000	0.000	0.000
1407	2.81200	240.443	-0.865	403.611	0.000	0.000	0.000
1408	2.81400	240.385	-0.852	403.625	0.000	0.000	0.000
1409	2.81600	240.319	-0.847	403.627	0.000	0.000	0.000
1410	2.81800	240.253	-0.834	403.630	0.000	0.000	0.000
1411	2.82000	240.195	-0.835	403.644	0.000	0.000	0.000
1412	2.82200	240.137	-0.823	403.658	0.000	0.000	0.000
1413	2.82400	240.088	-0.824	403.660	0.000	0.000	0.000
1414	2.82600	240.038	-0.825	403.638	0.000	0.000	0.000
1415	2.82800	239.981	-0.826	403.627	0.000	0.000	0.000
1416	2.83000	239.923	-0.841	403.617	0.000	0.000	0.000
1417	2.83200	239.873	-0.835	403.594	0.000	0.000	0.000
1418	2.83400	239.824	-0.843	403.595	0.000	0.000	0.000
1419	2.83600	239.767	-0.851	403.586	0.000	0.000	0.000
1420	2.83800	239.701	-0.859	403.588	0.000	0.000	0.000
1421	2.84000	239.643	-0.854	403.578	0.000	0.000	0.000
1422	2.84200	239.593	-0.855	403.580	0.000	0.000	0.000
1423	2.84400	239.527	-0.842	403.582	0.000	0.000	0.000
1424	2.84600	239.469	-0.837	403.571	0.000	0.000	0.000
1425	2.84800	239.411	-0.838	403.561	0.000	0.000	0.000
1426	2.85000	239.346	-0.839	403.564	0.000	0.000	0.000
1427	2.85200	239.288	-0.833	403.579	0.000	0.000	0.000
1428	2.85400	239.230	-0.841	403.569	0.000	0.000	0.000
1429	2.85600	239.173	-0.842	403.584	0.000	0.000	0.000
1430	2.85800	239.108	-0.864	403.587	0.000	0.000	0.000
1431	2.86000	239.050	-0.858	403.602	0.000	0.000	0.000
1432	2.86200	238.985	-0.880	403.605	0.000	0.000	0.000
1433	2.86400	238.935	-0.881	403.582	0.000	0.000	0.000
1434	2.86600	238.886	-0.896	403.584	0.000	0.000	0.000
1435	2.86800	238.828	-0.897	403.574	0.000	0.000	0.000
1436	2.87000	238.771	-0.912	403.564	0.000	0.000	0.000
1437	2.87200	238.713	-0.920	403.554	0.000	0.000	0.000
1438	2.87400	238.664	-0.935	403.556	0.000	0.000	0.000
1439	2.87600	238.599	-0.957	403.558	0.000	0.000	0.000
1440	2.87800	238.550	-0.964	403.561	0.000	0.000	0.000
1441	2.88000	238.492	-0.972	403.575	0.000	0.000	0.000
1442	2.88200	238.426	-0.974	403.578	0.000	0.000	0.000
1443	2.88400	238.377	-0.968	403.580	0.000	0.000	0.000
1444	2.88600	238.311	-0.976	403.583	0.000	0.000	0.000
1445	2.88800	238.254	-0.977	403.598	0.000	0.000	0.000
1446	2.89000	238.196	-0.978	403.612	0.000	0.000	0.000
1447	2.89200	238.138	-0.979	403.627	0.000	0.000	0.000
1448	2.89400	238.081	-0.987	403.642	0.000	0.000	0.000
1449	2.89600	238.032	-0.994	403.644	0.000	0.000	0.000
1450	2.89800	237.966	-1.002	403.648	0.000	0.000	0.000
1451	2.90000	237.909	-1.010	403.638	0.000	0.000	0.000
1452	2.90200	237.860	-1.025	403.640	0.000	0.000	0.000
1453	2.90400	237.802	-1.033	403.630	0.000	0.000	0.000
1454	2.90600	237.745	-1.055	403.620	0.000	0.000	0.000
1455	2.90800	237.688	-1.077	403.611	0.000	0.000	0.000
1456	2.91000	237.630	-1.085	403.600	0.000	0.000	0.000
1457	2.91200	237.565	-1.100	403.603	0.000	0.000	0.000
1458	2.91400	237.507	-1.108	403.593	0.000	0.000	0.000
1459	2.91600	237.442	-1.123	403.596	0.000	0.000	0.000
1460	2.91800	237.384	-1.117	403.586	0.000	0.000	0.000
1461	2.92000	237.318	-1.112	403.588	0.000	0.000	0.000
1462	2.92200	237.252	-1.106	403.591	0.000	0.000	0.000
1463	2.92400	237.178	-1.108	403.582	0.000	0.000	0.000
1464	2.92600	237.120	-1.116	403.596	0.000	0.000	0.000
1465	2.92800	237.054	-1.117	403.623	0.000	0.000	0.000
1466	2.93000	236.988	-1.118	403.626	0.000	0.000	0.000
1467	2.93200	236.939	-1.133	403.628	0.000	0.000	0.000
1468	2.93400	236.874	-1.141	403.632	0.000	0.000	0.000
1469	2.93600	236.825	-1.184	403.608	0.000	0.000	0.000
1470	2.93800	236.768	-1.199	403.598	0.000	0.000	0.000
1471	2.94000	236.711	-1.220	403.588	0.000	0.000	0.000
1472	2.94200	236.661	-1.235	403.565	0.000	0.000	0.000
1473	2.94400	236.596	-1.244	403.567	0.000	0.000	0.000
1474	2.94600	236.546	-1.259	403.544	0.000	0.000	0.000
1475	2.94800	236.489	-1.267	403.559	0.000	0.000	0.000
1476	2.95000	236.440	-1.274	403.561	0.000	0.000	0.000
1477	2.95200	236.382	-1.276	403.551	0.000	0.000	0.000
1478	2.95400	236.316	-1.263	403.554	0.000	0.000	0.000
1479	2.95600	236.249	-1.251	403.557	0.000	0.000	0.000
1480	2.95800	236.192	-1.238	403.572	0.000	0.000	0.000
1481	2.96000	236.125	-1.225	403.574	0.000	0.000	0.000
1482	2.96200	236.068	-1.220	403.589	0.000	0.000	0.000
1483	2.96400	236.010	-1.220	403.605	0.000	0.000	0.000
1484	2.96600	235.936	-1.201	403.620	0.000	0.000	0.000
1485	2.96800	235.886	-1.195	403.623	0.000	0.000	0.000
1486	2.97000	235.812	-1.189	403.639	0.000	0.000	0.000
1487	2.97200	235.754	-1.204	403.629	0.000	0.000	0.000
1488	2.97400	235.705	-1.192	403.607	0.000	0.000	0.000
1489	2.97600	235.647	-1.200	403.597	0.000	0.000	0.000
1490	2.97800	235.598	-1.201	403.575	0.000	0.000	0.000
1491	2.98000	235.540	-1.195	403.565	0.000	0.000	0.000
1492	2.98200	235.490	-1.189	403.566	0.000	0.000	0.000
1493	2.98400	235.432	-1.190	403.556	0.000	0.000	0.000
1494	2.98600	235.375	-1.191	403.571	0.000	0.000	0.000
1495	2.98800	235.317	-1.192	403.562	0.000	0.000	0.000
1496	2.99000	235.251	-1.180	403.564	0.000	0.000	0.000
1497	2.99200	235.192	-1.161	403.579	0.000	0.000	0.000
1498	2.99400	235.134	-1.148	403.569	0.000	0.000	0.000
1499	2.99600	235.077	-1.142	403.584	0.000	0.000	0.000
1500	2.99800	235.011	-1.130	403.611	0.000	0.000	0.000
1501	3.00000	234.945	-1.124	403.639	0.000	0.000	0.000
1502	3.00200	234.879	-1.125	403.642	0.000	0.000	0.000
1503	3.00400	234.829	-1.112	403.644	0.000	0.000	0.000
1504	3.00600	234.763	-1.107	403.647	0.000	0.000	0.000
1505	3.00800	234.697	-1.101	403.650	0.000	0.000	0.000
1506	3.01000	234.647	-1.095	403.627	0.000	0.000	0.000
1507	3.01200	234.581	-1.097	403.630	0.000	0.000	0.000
1508	3.01400	234.531	-1.084	403.607	0.000	0.000	0.000
1509	3.01600	234.481	-1.078	403.584	0.000	0.000	0.000
1510	3.01800	234.424	-1.080	403.574	0.000	0.000	0.000
1511	3.02000	234.366	-1.074	403.564	0.000	0.000	0.000
1512	3.02200	234.308	-1.069	403.554	0.000	0.000	0.000
1513	3.02400	234.250	-1.070	403.544	0.000	0.000	0.000
1514	3.02600	234.184	-1.058	403.546	0.000	0.000	0.000
1515	3.02800	234.117	-1.045	403.549	0.000	0.000	0.000
1516	3.03000	234.060	-1.046	403.565	0.000	0.000	0.000
1517	3.03200	234.002	-1.040	403.580	0.000	0.000	0.000
1518	3.03400	233.936	-1.021	403.582	0.000	0.000	0.000
1519	3.03600	233.870	-1.022	403.586	0.000	0.000	0.000
1520	3.03800	233.795	-1.009	403.601	0.000	0.000	0.000
1521	3.04000	233.730	-1.011	403.604	0.000	0.000	0.000
1522	3.04200	233.663	-0.992	403.607	0.000	0.000	0.000
1523	3.04400	233.597	-0.993	403.610	0.000	0.000	0.000
1524	3.04600	233.539	-0.980	403.600	0.000	0.000	0.000
1525	3.04800	233.481	-0.968	403.565	0.000	0.000	0.000
1526	3.05000	233.431	-0.963	403.542	0.000	0.000	0.000
1527	3.05200	233.381	-0.950	403.543	0.000	0.000	0.000
1528	3.05400	233.323	-0.951	403.509	0.000	0.000	0.000
1529	3.05600	233.265	-0.953	403.498	0.000	0.000	0.000
1530	3.05800	233.215	-0.947	403.500	0.000	0.000	0.000
1531	3.06000	233.149	-0.941	403.503	0.000	0.000	0.000
1532	3.06200	233.092	-0.956	403.518	0.000	0.000	0.000
1533	3.06400	233.034	-0.944	403.533	0.000	0.000	0.000
1534	3.06600	232.977	-0.951	403.548	0.000	0.000	0.000
1535	3.06800	232.919	-0.939	403.563	0.000	0.000	0.000
1536	3.07000	232.862	-0.939	403.579	0.000	0.000	0.000
1537	3.07200	232.796	-0.934	403.582	0.000	0.000	0.000
1538	3.07400	232.721	-0.928	403.598	0.000	0.000	0.000
1539	3.07600	232.664	-0.929	403.613	0.000	0.000	0.000
1540	3.07800	232.590	-0.931	403.628	0.000	0.000	0.000
1541	3.08000	232.523	-0.918	403.631	0.000	0.000	0.000
1542	3.08200	232.466	-0.919	403.622	0.000	0.000	0.000
1543	3.08400	232.425	-0.927	403.612	0.000	0.000	0.000
1544	3.08600	232.359	-0.935	403.590	0.000	0.000	0.000
1545	3.08800	232.318	-0.943	403.580	0.000	0.000	0.000
1546	3.09000	232.260	-0.945	403.545	0.000	0.000	0.000
1547	3.09200	232.202	-0.939	403.535	0.000	0.000	0.000
1548	3.09400	232.144	-0.947	403.525	0.000	0.000	0.000
1549	3.09600	232.086	-0.948	403.515	0.000	0.000	0.000
1550	3.09800	232.029	-0.970	403.530	0.000	0.000	0.000
1551	3.10000	231.980	-0.971	403.558	0.000	0.000	0.000
1552	3.10200	231.915	-0.985	403.562	0.000	0.000	0.000
1553	3.10400	231.857	-0.986	403.577	0.000	0.000	0.000
1554	3.10600	231.784	-0.994	403.594	0.000	0.000	0.000
1555	3.10800	231.718	-0.996	403.597	0.000	0.000	0.000
1556	3.11000	231.652	-1.004	403.600	0.000	0.000	0.000
1557	3.11200	231.578	-1.005	403.616	0.000	0.000	0.000
1558	3.11400	231.512	-1.006	403.619	0.000	0.000	0.000
1559	3.11600	231.438	-1.008	403.610	0.000	0.000	0.000
1560	3.11800	231.389	-1.029	403.613	0.000	0.000	0.000
1561	3.12000	231.332	-1.030	403.603	0.000	0.000	0.000
1562	3.12200	231.274	-1.039	403.569	0.000	0.000	0.000
1563	3.12400	231.224	-1.047	403.546	0.000	0.000	0.000
1564	3.12600	231.175	-1.055	403.524	0.000	0.000	0.000
1565	3.12800	231.126	-1.069	403.526	0.000	0.000	0.000
1566	3.13000	231.068	-1.071	403.516	0.000	0.000	0.000
1567	3.13200	231.019	-1.099	403.519	0.000	0.000	0.000
1568	3.13400	230.962	-1.107	403.534	0.000	0.000	0.000
1569	3.13600	230.905	-1.115	403.549	0.000	0.000	0.000
1570	3.13800	230.848	-1.130	403.565	0.000	0.000	0.000
1571	3.14000	230.773	-1.124	403.581	0.000	0.000	0.000
1572	3.14200	230.716	-1.118	403.597	0.000	0.000	0.000
1573	3.14400	230.634	-1.140	403.601	0.000	0.000	0.000
1574	3.14600	230.568	-1.135	403.604	0.000	0.000	0.000
1575	3.14800	230.502	-1.142	403.632	0.000	0.000	0.000
1576	3.15000	230.428	-1.137	403.623	0.000	0.000	0.000
1577	3.15200	230.362	-1.145	403.626	0.000	0.000	0.000
1578	3.15400	230.296	-1.147	403.604	0.000	0.000	0.000
1579	3.15600	230.247	-1.155	403.607	0.000	0.000	0.000
1580	3.15800	230.189	-1.170	403.573	0.000	0.000	0.000
1581	3.16000	230.148	-1.171	403.562	0.000	0.000	0.000
1582	3.16200	230.090	-1.172	403.553	0.000	0.000	0.000
1583	3.16400	230.049	-1.187	403.542	0.000	0.000	0.000
1584	3.16600	229.992	-1.188	403.532	0.000	0.000	0.000
1585	3.16800	229.934	-1.203	403.548	0.000	0.000	0.000
1586	3.17000	229.877	-1.204	403.563	0.000	0.000	0.000
1587	3.17200	229.828	-1.225	403.566	0.000	0.000	0.000
1588	3.17400	229.754	-1.226	403.582	0.000	0.000	0.000
1589	3.17600	229.688	-1.228	403.586	0.000	0.000	0.000
1590	3.17800	229.631	-1.235	403.601	0.000	0.000	0.000
1591	3.18000	229.557	-1.237	403.592	0.000	0.000	0.000
1592	3.18200	229.483	-1.245	403.608	0.000	0.000	0.000
1593	3.18400	229.417	-1.246	403.611	0.000	0.000	0.000
1594	3.18600	229.351	-1.255	403.614	0.000	0.000	0.000
1595	3.18800	229.286	-1.263	403.617	0.000	0.000	0.000
1596	3.19000	229.228	-1.271	403.608	0.000	0.000	0.000
1597	3.19200	229.170	-1.279	403.598	0.000	0.000	0.000
1598	3.19400	229.121	-1.288	403.575	0.000	0.000	0.000
1599	3.19600	229.071	-1.289	403.552	0.000	0.000	0.000
1600	3.19800	229.022	-1.290	403.530	0.000	0.000	0.000
1601	3.20000	228.972	-1.298	403.531	0.000	0.000	0.000
1602	3.20200	228.923	-1.299	403.534	0.000	0.000	0.000
1603	3.20400	228.874	-1.314	403.536	0.000	0.000	0.000
1604	3.20600	228.816	-1.322	403.551	0.000	0.000	0.000
1605	3.20800	228.750	-1.316	403.555	0.000	0.000	0.000
1606	3.21000	228.684	-1.318	403.534	0.000	0.000	0.000
1607	3.21200	228.610	-1.312	403.550	0.000	0.000	0.000
1608	3.21400	228.536	-1.313	403.567	0.000	0.000	0.000
1609	3.21600	228.462	-1.301	403.558	0.000	0.000	0.000
1610	3.21800	228.388	-1.302	403.574	0.000	0.000	0.000
1611	3.22000	228.313	-1.297	403.566	0.000	0.000	0.000
1612	3.22200	228.247	-1.284	403.594	0.000	0.000	0.000
1613	3.22400	228.173	-1.272	403.585	0.000	0.000	0.000
1614	3.22600	228.123	-1.273	403.588	0.000	0.000	0.000
1615	3.22800	228.073	-1.253	403.566	0.000	0.000	0.000
1616	3.23000	228.015	-1.255	403.556	0.000	0.000	0.000
1617	3.23200	227.974	-1.248	403.546	0.000	0.000	0.000
1618	3.23400	227.932	-1.229	403.535	0.000	0.000	0.000
1619	3.23600	227.899	-1.223	403.537	0.000	0.000	0.000
1620	3.23800	227.849	-1.224	403.539	0.000	0.000	0.000
1621	3.24000	227.800	-1.218	403.541	0.000	0.000	0.000
1622	3.24200	227.742	-1.219	403.557	0.000	0.000	0.000
1623	3.24400	227.685	-1.220	403.572	0.000	0.000	0.000
1624	3.24600	227.619	-1.214	403.575	0.000	0.000	0.000
1625	3.24800	227.552	-1.195	403.579	0.000	0.000	0.000
1626	3.25000	227.495	-1.189	403.594	0.000	0.000	0.000
1627	3.25200	227.412	-1.176	403.599	0.000	0.000	0.000
1628	3.25400	227.346	-1.178	403.602	0.000	0.000	0.000
1629	3.25600	227.272	-1.165	403.619	0.000	0.000	0.000
1630	3.25800	227.189	-1.153	403.622	0.000	0.000	0.000
1631	3.26000	227.123	-1.147	403.626	0.000	0.000	0.000
1632	3.26200	227.057	-1.149	403.629	0.000	0.000	0.000
1633	3.26400	226.999	-1.136	403.619	0.000	0.000	0.000
1634	3.26600	226.949	-1.124	403.597	0.000	0.000	0.000
1635	3.26800	226.899	-1.111	403.575	0.000	0.000	0.000
1636	3.27000	226.850	-1.119	403.578	0.000	0.000	0.000
1637	3.27200	226.808	-1.120	403.567	0.000	0.000	0.000
