NO_OF_FRAMES	5000
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	500
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-09-17, 16:37:20.571	428377.36681510
DATA_INCLUDED	3D
MARKER_NAMES	1	2
TRAJECTORY_TYPES	Measured	Measured
Frame	Time	1 X	1 Y	1 Z	2 X	2 Y	2 Z	
2251	4.50000	188.849	-1.711	403.369	-93.909	-5.296	403.184
2252	4.50200	188.784	-1.719	403.399	-93.274	-5.287	403.227
2253	4.50400	188.710	-1.721	403.418	-92.744	-5.270	403.135
2254	4.50600	188.637	-1.736	403.461	-92.168	-5.264	403.161
2255	4.50800	188.572	-1.759	403.491	-91.526	-5.256	403.188
2256	4.51000	188.499	-1.766	403.536	-90.968	-5.251	403.195
2257	4.51200	188.434	-1.788	403.541	-90.413	-5.233	403.109
2258	4.51400	188.377	-1.803	403.535	-89.800	-5.232	403.176
2259	4.51600	188.311	-1.804	403.541	-89.198	-5.224	403.207
2260	4.51800	188.246	-1.826	403.523	-88.674	-5.214	403.134
2261	4.52000	188.179	-1.820	403.505	-88.063	-5.216	403.175
2262	4.52200	188.112	-1.821	403.461	-87.430	-5.208	403.195
2263	4.52400	188.045	-1.823	403.418	-86.900	-5.191	403.174
2264	4.52600	187.995	-1.810	403.397	-86.316	-5.177	403.121
2265	4.52800	187.928	-1.798	403.378	-85.684	-5.162	403.209
2266	4.53000	187.878	-1.779	403.358	-85.079	-5.149	403.200
2267	4.53200	187.820	-1.773	403.350	-84.548	-5.138	403.114
2268	4.53400	187.770	-1.754	403.379	-83.927	-5.131	403.168
2269	4.53600	187.705	-1.755	403.410	-83.279	-5.131	403.184
2270	4.53800	187.640	-1.756	403.440	-82.751	-5.107	403.140
2271	4.54000	187.575	-1.778	403.471	-82.148	-5.094	403.107
2272	4.54200	187.494	-1.779	403.528	-81.531	-5.093	403.204
2273	4.54400	187.429	-1.787	403.559	-80.953	-5.081	403.169
2274	4.54600	187.356	-1.788	403.578	-80.430	-5.063	403.142
2275	4.54800	187.298	-1.796	403.572	-79.794	-5.062	403.192
2276	4.55000	187.224	-1.811	403.566	-79.194	-5.055	403.203
2277	4.55200	187.158	-1.812	403.548	-78.690	-5.039	403.157
2278	4.55400	187.084	-1.828	403.518	-78.053	-5.037	403.142
2279	4.55600	187.025	-1.815	403.486	-77.438	-5.038	403.215
2280	4.55800	186.958	-1.817	403.443	-76.893	-5.020	403.101
2281	4.56000	186.908	-1.804	403.422	-76.321	-5.007	403.151
2282	4.56200	186.841	-1.778	403.403	-75.661	-5.019	403.182
2283	4.56400	186.791	-1.773	403.383	-75.089	-4.993	403.166
2284	4.56600	186.733	-1.767	403.401	-74.551	-4.990	403.136
2285	4.56800	186.684	-1.767	403.406	-73.900	-4.994	403.159
2286	4.57000	186.610	-1.761	403.425	-73.278	-4.986	403.219
2287	4.57200	186.545	-1.755	403.456	-72.739	-4.976	403.123
2288	4.57400	186.464	-1.778	403.489	-72.151	-4.971	403.169
2289	4.57600	186.382	-1.779	403.521	-71.509	-4.977	403.183
2290	4.57800	186.292	-1.794	403.542	-70.977	-4.952	403.170
2291	4.58000	186.211	-1.817	403.549	-70.400	-4.961	403.115
2292	4.58200	186.144	-1.812	403.530	-69.775	-4.953	403.203
2293	4.58400	186.062	-1.813	403.513	-69.211	-4.935	403.180
2294	4.58600	185.995	-1.815	403.495	-68.677	-4.939	403.101
2295	4.58800	185.928	-1.803	403.475	-68.059	-4.925	403.206
2296	4.59000	185.878	-1.791	403.454	-67.429	-4.918	403.186
2297	4.59200	185.827	-1.771	403.434	-66.933	-4.887	403.136
2298	4.59400	185.777	-1.752	403.413	-66.284	-4.899	403.138
2299	4.59600	185.728	-1.746	403.418	-65.668	-4.892	403.218
2300	4.59800	185.686	-1.733	403.409	-65.119	-4.875	403.136
2301	4.60000	185.636	-1.727	403.415	-64.528	-4.889	403.120
2302	4.60200	185.571	-1.721	403.421	-63.887	-4.887	403.206
2303	4.60400	185.521	-1.715	403.426	-63.312	-4.876	403.129
2304	4.60600	185.448	-1.729	403.446	-62.768	-4.870	403.132
2305	4.60800	185.366	-1.745	403.454	-62.110	-4.895	403.147
2306	4.61000	185.268	-1.746	403.488	-61.537	-4.868	403.205
2307	4.61200	185.169	-1.762	403.473	-61.007	-4.873	403.079
2308	4.61400	185.071	-1.764	403.482	-60.396	-4.870	403.179
2309	4.61600	184.988	-1.766	403.464	-59.778	-4.863	403.195
2310	4.61800	184.913	-1.761	403.458	-59.268	-4.869	403.118
2311	4.62000	184.855	-1.756	403.450	-58.669	-4.861	403.182
2312	4.62200	184.797	-1.751	403.443	-58.019	-4.875	403.189
2313	4.62400	184.756	-1.745	403.434	-57.522	-4.845	403.143
2314	4.62600	184.714	-1.739	403.425	-56.909	-4.852	403.110
2315	4.62800	184.673	-1.719	403.442	-56.282	-4.857	403.206
2316	4.63000	184.623	-1.734	403.422	-55.715	-4.839	403.124
2317	4.63200	184.573	-1.714	403.427	-55.156	-4.828	403.124
2318	4.63400	184.524	-1.708	403.431	-54.491	-4.832	403.194
2319	4.63600	184.475	-1.708	403.437	-53.891	-4.826	403.194
2320	4.63800	184.409	-1.716	403.443	-53.362	-4.807	403.140
2321	4.64000	184.335	-1.717	403.439	-52.721	-4.815	403.140
2322	4.64200	184.237	-1.733	403.448	-52.118	-4.813	403.234
2323	4.64400	184.147	-1.742	403.469	-51.581	-4.812	403.098
2324	4.64600	184.065	-1.750	403.476	-50.982	-4.790	403.166
2325	4.64800	183.966	-1.752	403.486	-50.340	-4.795	403.168
2326	4.65000	183.892	-1.747	403.480	-49.848	-4.771	403.142
2327	4.65200	183.826	-1.742	403.486	-49.241	-4.751	403.129
2328	4.65400	183.768	-1.729	403.479	-48.625	-4.778	403.194
2329	4.65600	183.709	-1.724	403.472	-48.102	-4.740	403.158
2330	4.65800	183.660	-1.718	403.477	-47.516	-4.743	403.100
2331	4.66000	183.619	-1.725	403.469	-46.888	-4.725	403.202
2332	4.66200	183.569	-1.719	403.474	-46.320	-4.723	403.124
2333	4.66400	183.520	-1.720	403.454	-45.775	-4.696	403.135
2334	4.66600	183.470	-1.713	403.459	-45.117	-4.703	403.134
2335	4.66800	183.412	-1.707	403.428	-44.545	-4.689	403.176
2336	4.67000	183.338	-1.708	403.424	-43.995	-4.673	403.080
2337	4.67200	183.255	-1.710	403.407	-43.372	-4.679	403.132
2338	4.67400	183.181	-1.711	403.402	-42.759	-4.664	403.175
2339	4.67600	183.090	-1.713	403.398	-42.209	-4.649	403.079
2340	4.67800	183.000	-1.715	403.418	-41.624	-4.633	403.159
2341	4.68000	182.910	-1.724	403.439	-40.975	-4.649	403.150
2342	4.68200	182.844	-1.720	403.444	-40.464	-4.609	403.149
2343	4.68400	182.779	-1.728	403.475	-39.858	-4.618	403.116
2344	4.68600	182.722	-1.729	403.493	-39.248	-4.610	403.201
2345	4.68800	182.672	-1.730	403.497	-38.711	-4.587	403.138
2346	4.69000	182.623	-1.738	403.501	-38.133	-4.589	403.143
2347	4.69200	182.574	-1.746	403.506	-37.510	-4.580	403.198
2348	4.69400	182.524	-1.747	403.486	-36.957	-4.564	403.131
2349	4.69600	182.475	-1.755	403.492	-36.402	-4.551	403.157
2350	4.69800	182.425	-1.755	403.472	-35.742	-4.565	403.162
2351	4.70000	182.359	-1.756	403.455	-35.213	-4.525	403.184
2352	4.70200	182.301	-1.764	403.423	-34.620	-4.535	403.093
2353	4.70400	182.218	-1.759	403.407	-34.001	-4.519	403.192
2354	4.70600	182.136	-1.767	403.391	-33.372	-4.507	403.142
2355	4.70800	182.053	-1.776	403.374	-32.847	-4.504	403.113
2356	4.71000	181.971	-1.778	403.382	-32.210	-4.496	403.142
2357	4.71200	181.897	-1.773	403.400	-31.607	-4.483	403.154
2358	4.71400	181.807	-1.775	403.445	-31.091	-4.459	403.117
2359	4.71600	181.742	-1.783	403.476	-30.465	-4.466	403.110
2360	4.71800	181.685	-1.784	403.494	-29.880	-4.452	403.196
2361	4.72000	181.619	-1.793	403.500	-29.339	-4.443	403.072
2362	4.72200	181.562	-1.800	403.518	-28.753	-4.421	403.158
2363	4.72400	181.505	-1.815	403.512	-28.130	-4.430	403.127
2364	4.72600	181.456	-1.816	403.516	-27.620	-4.392	403.106
2365	4.72800	181.406	-1.817	403.497	-27.001	-4.385	403.117
2366	4.73000	181.331	-1.826	403.467	-26.396	-4.373	403.158
2367	4.73200	181.264	-1.834	403.424	-25.872	-4.348	403.108
2368	4.73400	181.206	-1.828	403.393	-25.246	-4.351	403.104
2369	4.73600	181.131	-1.830	403.363	-24.644	-4.335	403.187
2370	4.73800	181.048	-1.825	403.346	-24.078	-4.333	403.072
2371	4.74000	180.990	-1.812	403.339	-23.494	-4.313	403.135
2372	4.74200	180.907	-1.808	403.346	-22.836	-4.320	403.123
2373	4.74400	180.842	-1.816	403.377	-22.323	-4.287	403.130
2374	4.74600	180.770	-1.831	403.421	-21.710	-4.297	403.068
2375	4.74800	180.705	-1.854	403.452	-21.099	-4.290	403.163
2376	4.75000	180.640	-1.883	403.483	-20.543	-4.263	403.106
2377	4.75200	180.575	-1.884	403.514	-19.982	-4.266	403.100
2378	4.75400	180.510	-1.899	403.521	-19.364	-4.243	403.182
2379	4.75600	180.453	-1.907	403.539	-18.801	-4.261	403.110
2380	4.75800	180.396	-1.921	403.533	-18.260	-4.227	403.151
2381	4.76000	180.338	-1.936	403.503	-17.610	-4.241	403.132
2382	4.76200	180.263	-1.937	403.473	-17.088	-4.209	403.152
2383	4.76400	180.196	-1.938	403.430	-16.493	-4.212	403.072
2384	4.76600	180.121	-1.919	403.401	-15.881	-4.197	403.171
2385	4.76800	180.054	-1.928	403.358	-15.302	-4.179	403.096
2386	4.77000	179.996	-1.908	403.351	-14.748	-4.167	403.108
2387	4.77200	179.929	-1.896	403.357	-14.109	-4.153	403.147
2388	4.77400	179.863	-1.884	403.363	-13.531	-4.148	403.139
2389	4.77600	179.806	-1.878	403.381	-12.979	-4.122	403.127
2390	4.77800	179.741	-1.873	403.412	-12.326	-4.130	403.136
2391	4.78000	179.668	-1.881	403.456	-11.770	-4.103	403.175
2392	4.78200	179.595	-1.896	403.500	-11.201	-4.099	403.068
2393	4.78400	179.522	-1.911	403.520	-10.596	-4.071	403.184
2394	4.78600	179.456	-1.913	403.526	-10.000	-4.067	403.108
2395	4.78800	179.391	-1.921	403.533	-9.486	-4.049	403.122
2396	4.79000	179.308	-1.921	403.518	-8.842	-4.042	403.124
2397	4.79200	179.233	-1.930	403.489	-8.302	-4.037	403.144
2398	4.79400	179.159	-1.938	403.459	-7.745	-4.018	403.094
2399	4.79600	179.084	-1.933	403.429	-7.114	-4.025	403.127
2400	4.79800	179.025	-1.927	403.398	-6.575	-3.999	403.148
2401	4.80000	178.958	-1.908	403.379	-5.994	-4.010	403.079
2402	4.80200	178.908	-1.889	403.359	-5.382	-3.994	403.184
2403	4.80400	178.842	-1.876	403.366	-4.796	-3.998	403.075
2404	4.80600	178.792	-1.877	403.370	-4.270	-3.971	403.127
2405	4.80800	178.735	-1.871	403.389	-3.596	-3.978	403.098
2406	4.81000	178.670	-1.893	403.420	-3.053	-3.973	403.146
2407	4.81200	178.613	-1.894	403.438	-2.466	-3.955	403.064
2408	4.81400	178.540	-1.910	403.458	-1.855	-3.962	403.145
2409	4.81600	178.467	-1.932	403.477	-1.256	-3.935	403.100
2410	4.81800	178.402	-1.940	403.509	-0.711	-3.932	403.083
2411	4.82000	178.319	-1.956	403.492	-0.101	-3.917	403.166
2412	4.82200	178.245	-1.964	403.488	0.483	-3.920	403.125
2413	4.82400	178.179	-1.959	403.469	1.007	-3.895	403.155
2414	4.82600	178.113	-1.974	403.451	1.657	-3.909	403.123
2415	4.82800	178.047	-1.968	403.433	2.183	-3.882	403.179
2416	4.83000	178.005	-1.962	403.425	2.779	-3.878	403.085
2417	4.83200	177.938	-1.943	403.406	3.376	-3.878	403.199
2418	4.83400	177.896	-1.931	403.398	3.931	-3.861	403.105
2419	4.83600	177.855	-1.924	403.390	4.496	-3.848	403.138
2420	4.83800	177.805	-1.918	403.395	5.145	-3.866	403.175
2421	4.84000	177.747	-1.912	403.389	5.688	-3.850	403.136
2422	4.84200	177.690	-1.899	403.407	6.258	-3.815	403.130
2423	4.84400	177.624	-1.907	403.414	6.916	-3.849	403.177
2424	4.84600	177.551	-1.902	403.434	7.435	-3.811	403.159
2425	4.84800	177.461	-1.917	403.456	8.034	-3.814	403.093
2426	4.85000	177.372	-1.953	403.477	8.647	-3.805	403.207
2427	4.85200	177.265	-1.976	403.476	9.207	-3.797	403.074
2428	4.85400	177.183	-1.985	403.459	9.760	-3.796	403.141
2429	4.85600	177.092	-1.987	403.456	10.420	-3.797	403.125
2430	4.85800	177.018	-1.981	403.452	10.909	-3.780	403.117
2431	4.86000	176.951	-1.977	403.433	11.519	-3.781	403.090
2432	4.86200	176.893	-1.971	403.426	12.124	-3.788	403.194
2433	4.86400	176.851	-1.952	403.417	12.645	-3.764	403.088
2434	4.86600	176.818	-1.952	403.420	13.253	-3.765	403.127
2435	4.86800	176.769	-1.953	403.425	13.853	-3.751	403.182
2436	4.87000	176.719	-1.947	403.406	14.391	-3.742	403.072
2437	4.87200	176.678	-1.934	403.423	14.980	-3.741	403.183
2438	4.87400	176.620	-1.928	403.417	15.629	-3.729	403.134
2439	4.87600	176.563	-1.935	403.435	16.118	-3.713	403.129
2440	4.87800	176.497	-1.937	403.442	16.786	-3.718	403.103
2441	4.88000	176.423	-1.945	403.438	17.366	-3.706	403.203
2442	4.88200	176.316	-1.954	403.436	17.918	-3.703	403.066
2443	4.88400	176.234	-1.963	403.444	18.523	-3.695	403.174
2444	4.88600	176.127	-1.979	403.443	19.141	-3.682	403.136
2445	4.88800	176.037	-1.981	403.440	19.638	-3.672	403.119
2446	4.89000	175.971	-1.983	403.446	20.278	-3.678	403.154
2447	4.89200	175.896	-1.971	403.440	20.841	-3.660	403.145
2448	4.89400	175.839	-1.972	403.458	21.363	-3.656	403.134
2449	4.89600	175.789	-1.966	403.438	22.020	-3.676	403.166
2450	4.89800	175.740	-1.974	403.444	22.509	-3.645	403.165
2451	4.90000	175.690	-1.961	403.450	23.117	-3.653	403.094
2452	4.90200	175.640	-1.961	403.431	23.724	-3.645	403.230
2453	4.90400	175.591	-1.955	403.436	24.259	-3.636	403.076
2454	4.90600	175.533	-1.956	403.430	24.831	-3.635	403.171
2455	4.90800	175.467	-1.957	403.413	25.493	-3.642	403.165
2456	4.91000	175.385	-1.965	403.397	25.971	-3.613	403.128
2457	4.91200	175.302	-1.966	403.381	26.625	-3.619	403.113
2458	4.91400	175.220	-1.961	403.390	27.228	-3.620	403.200
2459	4.91600	175.129	-1.971	403.386	27.758	-3.589	403.088
2460	4.91800	175.047	-1.980	403.393	28.383	-3.596	403.132
2461	4.92000	174.965	-1.982	403.401	28.999	-3.591	403.165
2462	4.92200	174.899	-1.977	403.432	29.513	-3.574	403.057
2463	4.92400	174.834	-1.978	403.439	30.135	-3.565	403.168
2464	4.92600	174.785	-1.979	403.469	30.727	-3.569	403.105
2465	4.92800	174.727	-1.966	403.463	31.218	-3.544	403.108
2466	4.93000	174.678	-1.967	403.468	31.899	-3.578	403.128
2467	4.93200	174.628	-1.968	403.473	32.382	-3.541	403.145
2468	4.93400	174.571	-1.969	403.467	32.982	-3.550	403.070
2469	4.93600	174.521	-1.970	403.448	33.589	-3.541	403.212
2470	4.93800	174.446	-1.964	403.419	34.126	-3.532	403.063
2471	4.94000	174.388	-1.965	403.389	34.712	-3.547	403.133
2472	4.94200	174.313	-1.959	403.385	35.354	-3.539	403.178
2473	4.94400	174.222	-1.968	403.357	35.846	-3.531	403.092
2474	4.94600	174.148	-1.962	403.353	36.488	-3.536	403.138
2475	4.94800	174.066	-1.964	403.361	37.114	-3.544	403.187
2476	4.95000	173.992	-1.959	403.381	37.606	-3.520	403.102
2477	4.95200	173.918	-1.968	403.400	38.264	-3.540	403.144
2478	4.95400	173.846	-1.983	403.444	38.849	-3.534	403.193
2479	4.95600	173.788	-1.985	403.462	39.388	-3.518	403.071
2480	4.95800	173.740	-2.000	403.492	40.005	-3.530	403.228
2481	4.96000	173.674	-1.994	403.499	40.596	-3.527	403.145
2482	4.96200	173.625	-2.002	403.504	41.096	-3.509	403.163
2483	4.96400	173.567	-2.010	403.498	41.769	-3.529	403.179
2484	4.96600	173.510	-2.004	403.492	42.258	-3.493	403.161
2485	4.96800	173.451	-2.019	403.461	42.861	-3.494	403.117
2486	4.97000	173.376	-2.006	403.432	43.474	-3.508	403.224
2487	4.97200	173.318	-2.001	403.401	43.972	-3.465	403.103
2488	4.97400	173.650	-1.988	403.513	44.155	-3.475	403.135
2489	4.97600	174.067	-1.922	403.459	44.269	-3.472	403.248
2490	4.97800	174.541	-1.955	403.594	44.358	-3.462	403.354
2491	4.98000	174.849	-2.017	403.674	44.409	-3.426	403.393
2492	4.98200	175.330	-1.999	403.799	44.451	-3.391	403.420
2493	4.98400	175.722	-1.992	403.684	44.491	-3.370	403.422
2494	4.98600	176.123	-2.066	403.817	44.546	-3.341	403.396
2495	4.98800	176.555	-2.002	403.711	44.592	-3.348	403.359
2496	4.99000	176.934	-2.063	403.624	44.617	-3.381	403.341
2497	4.99200	177.387	-2.048	403.663	44.638	-3.415	403.273
2498	4.99400	177.817	-2.013	403.434	44.660	-3.450	403.230
2499	4.99600	178.200	-2.080	403.496	44.682	-3.450	403.187
2500	4.99800	178.721	-2.016	403.343	44.702	-3.422	403.143
2501	5.00000	179.053	-2.058	403.360	44.732	-3.380	403.109
2502	5.00200	179.515	-2.020	403.462	44.737	-3.318	403.095
2503	5.00400	179.947	-1.978	403.307	44.736	-3.291	403.094
2504	5.00600	180.349	-2.031	403.491	44.743	-3.271	403.079
2505	5.00800	180.749	-1.969	403.438	44.760	-3.257	403.100
2506	5.01000	181.211	-2.013	403.396	44.785	-3.251	403.105
2507	5.01200	181.560	-2.007	403.533	44.811	-3.249	403.138
2508	5.01400	181.986	-1.991	403.419	44.862	-3.248	403.151
2509	5.01600	182.440	-1.989	403.486	44.904	-3.254	403.179
2510	5.01800	182.754	-1.984	403.528	44.970	-3.238	403.189
2511	5.02000	183.255	-1.958	403.471	45.036	-3.237	403.199
2512	5.02200	183.634	-1.945	403.506	45.111	-3.229	403.219
2513	5.02400	183.974	-1.972	403.537	45.193	-3.220	403.225
2514	5.02600	184.489	-1.914	403.451	45.258	-3.211	403.209
2515	5.02800	184.786	-1.930	403.471	45.314	-3.182	403.208
2516	5.03000	185.216	-1.926	403.507	45.369	-3.168	403.182
2517	5.03200	185.657	-1.877	403.390	45.417	-3.167	403.170
2518	5.03400	185.964	-1.926	403.449	45.456	-3.153	403.147
2519	5.03600	186.458	-1.881	403.453	45.496	-3.145	403.125
2520	5.03800	186.825	-1.862	403.356	45.527	-3.138	403.117
2521	5.04000	187.202	-1.901	403.533	45.560	-3.138	403.109
2522	5.04200	187.658	-1.824	403.416	45.592	-3.137	403.102
2523	5.04400	188.039	-1.864	403.432	45.615	-3.130	403.083
2524	5.04600	188.428	-1.842	403.581	45.640	-3.136	403.090
2525	5.04800	188.876	-1.793	403.380	45.665	-3.129	403.097
2526	5.05000	189.284	-1.825	403.529	45.688	-3.122	403.078
2527	5.05200	189.628	-1.778	403.521	45.706	-3.114	403.099
2528	5.05400	190.104	-1.774	403.407	45.746	-3.100	403.102
2529	5.05600	190.460	-1.754	403.534	45.771	-3.099	403.109
2530	5.05800	190.837	-1.719	403.452	45.796	-3.091	403.116
2531	5.06000	191.323	-1.716	403.448	45.837	-3.090	403.119
2532	5.06200	191.628	-1.697	403.506	45.880	-3.096	403.147
2533	5.06400	192.080	-1.693	403.408	45.914	-3.095	403.164
2534	5.06600	192.500	-1.658	403.456	45.965	-3.100	403.178
2535	5.06800	192.814	-1.665	403.503	46.031	-3.113	403.188
2536	5.07000	193.340	-1.633	403.460	46.083	-3.118	403.227
2537	5.07200	193.677	-1.614	403.465	46.141	-3.130	403.226
2538	5.07400	194.059	-1.633	403.534	46.182	-3.143	403.229
2539	5.07600	194.557	-1.569	403.429	46.231	-3.142	403.218
2540	5.07800	194.873	-1.604	403.502	46.272	-3.148	403.221
2541	5.08000	195.327	-1.573	403.575	46.312	-3.170	403.198
2542	5.08200	195.751	-1.539	403.415	46.351	-3.169	403.176
2543	5.08400	196.110	-1.592	403.572	46.383	-3.168	403.168
2544	5.08600	196.568	-1.515	403.483	46.414	-3.175	403.135
2545	5.08800	196.947	-1.549	403.429	46.446	-3.175	403.128
2546	5.09000	197.345	-1.541	403.593	46.479	-3.180	403.120
2547	5.09200	197.785	-1.485	403.384	46.502	-3.187	403.102
2548	5.09400	198.176	-1.524	403.515	46.535	-3.201	403.094
2549	5.09600	198.538	-1.476	403.558	46.567	-3.214	403.087
2550	5.09800	199.005	-1.480	403.387	46.591	-3.220	403.069
2551	5.10000	199.378	-1.466	403.566	46.623	-3.225	403.062
2552	5.10200	199.739	-1.439	403.487	46.664	-3.225	403.065
2553	5.10400	200.217	-1.456	403.452	46.706	-3.230	403.068
2554	5.10600	200.539	-1.422	403.560	46.731	-3.243	403.075
2555	5.10800	200.934	-1.428	403.482	46.772	-3.250	403.077
2556	5.11000	201.411	-1.412	403.493	46.823	-3.248	403.092
2557	5.11200	201.683	-1.393	403.533	46.864	-3.254	403.094
2558	5.11400	202.161	-1.403	403.474	46.891	-3.274	403.127
2559	5.11600	202.563	-1.362	403.478	46.948	-3.265	403.126
2560	5.11800	202.870	-1.375	403.543	46.992	-3.284	403.155
2561	5.12000	203.404	-1.358	403.466	47.035	-3.290	403.183
2562	5.12200	203.725	-1.332	403.477	47.085	-3.295	403.197
2563	5.12400	204.147	-1.356	403.559	47.111	-3.307	403.205
2564	5.12600	204.630	-1.307	403.435	47.152	-3.320	403.208
2565	5.12800	204.946	-1.341	403.537	47.178	-3.326	403.215
2566	5.13000	205.439	-1.311	403.524	47.209	-3.368	403.182
2567	5.13200	205.834	-1.303	403.446	47.235	-3.381	403.189
2568	5.13400	206.208	-1.329	403.606	47.267	-3.387	403.182
2569	5.13600	206.682	-1.287	403.446	47.291	-3.393	403.164
2570	5.13800	207.055	-1.320	403.508	47.323	-3.406	403.156
2571	5.14000	207.460	-1.298	403.614	47.356	-3.426	403.148
2572	5.14200	207.902	-1.297	403.434	47.373	-3.440	403.145
2573	5.14400	208.276	-1.302	403.594	47.412	-3.439	403.123
2574	5.14600	208.669	-1.267	403.540	47.436	-3.460	403.104
2575	5.14800	209.114	-1.293	403.462	47.468	-3.473	403.097
2576	5.15000	209.470	-1.278	403.621	47.501	-3.480	403.089
2577	5.15200	209.863	-1.258	403.470	47.533	-3.494	403.081
2578	5.15400	210.293	-1.269	403.491	47.565	-3.494	403.073
2579	5.15600	210.607	-1.256	403.592	47.607	-3.500	403.076
2580	5.15800	211.058	-1.255	403.451	47.646	-3.507	403.054
2581	5.16000	211.455	-1.247	403.523	47.687	-3.506	403.057
2582	5.16200	211.768	-1.234	403.550	47.728	-3.505	403.059
2583	5.16400	212.261	-1.252	403.445	47.770	-3.518	403.063
2584	5.16600	212.616	-1.224	403.531	47.820	-3.531	403.076
2585	5.16800	212.979	-1.237	403.533	47.871	-3.536	403.090
2586	5.17000	213.498	-1.248	403.463	47.921	-3.543	403.104
2587	5.17200	213.795	-1.221	403.540	47.971	-3.548	403.118
2588	5.17400	214.265	-1.239	403.500	48.012	-3.547	403.121
2589	5.17600	214.693	-1.231	403.472	48.047	-3.560	403.138
2590	5.17800	215.024	-1.244	403.550	48.079	-3.566	403.131
2591	5.18000	215.542	-1.248	403.456	48.112	-3.585	403.124
2592	5.18200	215.888	-1.228	403.483	48.137	-3.591	403.131
2593	5.18400	216.310	-1.246	403.544	48.169	-3.590	403.124
2594	5.18600	216.770	-1.238	403.441	48.202	-3.604	403.116
2595	5.18800	217.093	-1.251	403.558	48.218	-3.603	403.112
2596	5.19000	217.555	-1.256	403.555	48.243	-3.603	403.119
2597	5.19200	217.949	-1.249	403.456	48.267	-3.610	403.101
2598	5.19400	218.306	-1.261	403.596	48.292	-3.609	403.107
2599	5.19600	218.758	-1.260	403.506	48.308	-3.616	403.103
2600	5.19800	219.145	-1.259	403.521	48.340	-3.616	403.096
2601	5.20000	219.526	-1.271	403.623	48.356	-3.615	403.092
2602	5.20200	219.969	-1.271	403.472	48.388	-3.615	403.084
2603	5.20400	220.343	-1.296	403.588	48.413	-3.608	403.091
2604	5.20600	220.722	-1.282	403.615	48.438	-3.614	403.098
2605	5.20800	221.158	-1.294	403.504	48.479	-3.614	403.100
2606	5.21000	221.522	-1.300	403.631	48.520	-3.606	403.104
2607	5.21200	221.892	-1.279	403.573	48.562	-3.611	403.107
2608	5.21400	222.362	-1.304	403.536	48.612	-3.610	403.121
2609	5.21600	222.684	-1.297	403.653	48.653	-3.608	403.124
2610	5.21800	223.121	-1.309	403.568	48.703	-3.607	403.138
2611	5.22000	223.566	-1.307	403.593	48.762	-3.612	403.163
2612	5.22200	223.888	-1.294	403.637	48.812	-3.604	403.176
2613	5.22400	224.374	-1.319	403.549	48.863	-3.609	403.190
2614	5.22600	224.762	-1.311	403.615	48.904	-3.601	403.194
2615	5.22800	225.141	-1.304	403.595	48.936	-3.607	403.186
2616	5.23000	225.610	-1.316	403.557	48.968	-3.607	403.178
2617	5.23200	225.948	-1.288	403.602	49.000	-3.600	403.170
2618	5.23400	226.410	-1.306	403.553	49.032	-3.593	403.162
2619	5.23600	226.838	-1.291	403.554	49.055	-3.585	403.144
2620	5.23800	227.184	-1.284	403.588	49.078	-3.578	403.126
2621	5.24000	227.654	-1.303	403.550	49.103	-3.578	403.132
2622	5.24200	227.999	-1.275	403.557	49.135	-3.571	403.124
2623	5.24400	228.420	-1.266	403.599	49.158	-3.564	403.106
2624	5.24600	228.857	-1.279	403.563	49.174	-3.557	403.102
2625	5.24800	229.195	-1.272	403.609	49.197	-3.543	403.083
2626	5.25000	229.640	-1.263	403.587	49.229	-3.529	403.075
2627	5.25200	230.027	-1.270	403.530	49.252	-3.528	403.057
2628	5.25400	230.373	-1.242	403.614	49.277	-3.514	403.064
2629	5.25600	230.826	-1.247	403.554	49.300	-3.500	403.046
2630	5.25800	231.188	-1.247	403.537	49.325	-3.499	403.052
2631	5.26000	231.551	-1.219	403.619	49.357	-3.492	403.044
2632	5.26200	231.987	-1.218	403.535	49.381	-3.478	403.051
2633	5.26400	232.350	-1.217	403.570	49.422	-3.470	403.054
2634	5.26600	232.762	-1.181	403.625	49.456	-3.469	403.072
2635	5.26800	233.182	-1.201	403.543	49.490	-3.454	403.089
2636	5.27000	233.562	-1.186	403.626	49.524	-3.454	403.107
2637	5.27200	233.981	-1.157	403.594	49.556	-3.446	403.099
2638	5.27400	234.410	-1.183	403.551	49.598	-3.438	403.127
2639	5.27600	234.788	-1.141	403.633	49.632	-3.430	403.145
2640	5.27800	235.225	-1.161	403.552	49.682	-3.422	403.159
2641	5.28000	235.637	-1.145	403.585	49.716	-3.421	403.176
2642	5.28200	236.040	-1.116	403.604	49.750	-3.413	403.194
2643	5.28400	236.461	-1.143	403.549	49.791	-3.404	403.197
2644	5.28600	236.839	-1.094	403.608	49.825	-3.396	403.215
2645	5.28800	237.268	-1.106	403.565	49.856	-3.382	403.207
2646	5.29000	237.680	-1.112	403.573	49.889	-3.374	403.200
2647	5.29200	238.058	-1.056	403.606	49.920	-3.359	403.192
2648	5.29400	238.479	-1.096	403.578	49.936	-3.352	403.189
2649	5.29600	238.883	-1.060	403.599	49.968	-3.345	403.181
2650	5.29800	239.261	-1.032	403.608	50.007	-3.323	403.159
